Model,MDO4054-3
Firmware Version,2.20

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.01,
Horizontal Delay,0.03977,
Sample Interval,1e-05,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Vertical Position,0.02,
,,
,,
,,
Label,,
TIME,CH1,CH2
-7.4900e-03,-0.0540625,-0.000300938
-7.4800e-03,-0.0554687,-0.00077875
-7.4700e-03,-0.0523437,-8.09375e-05
-7.4600e-03,-0.0464062,-0.000463125
-7.4500e-03,-0.0515625,-0.000201875
-7.4400e-03,-0.0598438,0.00037875
-7.4300e-03,-0.0564063,0.00045
-7.4200e-03,-0.0667188,8.8125e-05
-7.4100e-03,-0.0478125,0.000469688
-7.4000e-03,-0.054375,-0.0004675
-7.3900e-03,-0.0567187,-0.000346563
-7.3800e-03,-0.045625,6.21875e-05
-7.3700e-03,-0.044375,-0.000185938
-7.3600e-03,-0.0459375,-6.90625e-05
-7.3500e-03,-0.055,-0.000264063
-7.3400e-03,-0.0526563,5e-05
-7.3300e-03,-0.0634375,-0.000500625
-7.3200e-03,-0.0646875,-0.000112813
-7.3100e-03,-0.0457813,0.00023
-7.3000e-03,-0.0496875,-0.000517813
-7.2900e-03,-0.0442188,-0.0003125
-7.2800e-03,-0.0525,-0.000702813
-7.2700e-03,-0.04875,-0.000767813
-7.2600e-03,-0.0484375,-0.000789063
-7.2500e-03,-0.064375,-0.000285625
-7.2400e-03,-0.0496875,-0.00103875
-7.2300e-03,-0.049375,-0.0003375
-7.2200e-03,-0.046875,-0.000190625
-7.2100e-03,-0.0514063,-9.34375e-05
-7.2000e-03,-0.0529687,7.5e-06
-7.1900e-03,-0.05125,-0.000300313
-7.1800e-03,-0.0559375,-0.000295938
-7.1700e-03,-0.0489062,-9.40625e-05
-7.1600e-03,-0.048125,-0.000170938
-7.1500e-03,-0.0576563,0.000164688
-7.1400e-03,-0.060625,0.000484688
-7.1300e-03,-0.050625,-0.000295
-7.1200e-03,-0.0503125,-0.000119063
-7.1100e-03,-0.0485938,4.0625e-06
-7.1000e-03,-0.06,-9.03125e-05
-7.0900e-03,-0.0554687,0.000185938
-7.0800e-03,-0.0509375,-2.125e-05
-7.0700e-03,-0.049375,0.000308125
-7.0600e-03,-0.04625,-0.00048625
-7.0500e-03,-0.0471875,-0.00020125
-7.0400e-03,-0.0484375,-5.875e-05
-7.0300e-03,-0.0532813,-0.000258438
-7.0200e-03,-0.05,0.00034
-7.0100e-03,-0.0445313,-0.00034875
-7.0000e-03,-0.0553125,-0.00038625
-6.9900e-03,-0.0520313,-0.000364688
-6.9800e-03,-0.0514063,-0.0003125
-6.9700e-03,-0.0484375,-0.000460938
-6.9600e-03,-0.0545313,-0.000295
-6.9500e-03,-0.0557813,0.000656875
-6.9400e-03,-0.05375,-0.000327188
-6.9300e-03,-0.0551563,-0.000458438
-6.9200e-03,-0.0414063,0.000125938
-6.9100e-03,-0.0659375,6.46875e-05
-6.9000e-03,-0.0523437,0.00060125
-6.8900e-03,-0.0657812,0.00041875
-6.8800e-03,-0.04125,-0.000410313
-6.8700e-03,-0.0557813,2.6875e-05
-6.8600e-03,-0.053125,0.000609688
-6.8500e-03,-0.0365625,-8.21875e-05
-6.8400e-03,-0.0539063,-0.000779375
-6.8300e-03,-0.0421875,0.000411875
-6.8200e-03,-0.0598438,0.000105313
-6.8100e-03,-0.0535937,-0.000645938
-6.8000e-03,-0.0525,-0.0004675
-6.7900e-03,-0.0390625,0.000287188
-6.7800e-03,-0.0578125,-1.34375e-05
-6.7700e-03,-0.0507812,-0.000229063
-6.7600e-03,-0.053125,0.000135
-6.7500e-03,-0.0484375,2.6875e-05
-6.7400e-03,-0.045625,-0.00017875
-6.7300e-03,-0.0504687,-0.000361875
-6.7200e-03,-0.06375,0.000355
-6.7100e-03,-0.0496875,-9.375e-05
-6.7000e-03,-0.0514063,-0.000168438
-6.6900e-03,-0.0453125,9e-05
-6.6800e-03,-0.0603125,0.00016625
-6.6700e-03,-0.0610938,-0.0001225
-6.6600e-03,-0.056875,-3.90625e-05
-6.6500e-03,-0.056875,-0.0002275
-6.6400e-03,-0.0517188,-0.000391875
-6.6300e-03,-0.0520313,-0.00060875
-6.6200e-03,-0.050625,-0.000209688
-6.6100e-03,-0.0607812,-0.00010875
-6.6000e-03,-0.0420312,3.03125e-05
-6.5900e-03,-0.0490625,3.96875e-05
-6.5800e-03,-0.0629688,3.4375e-05
-6.5700e-03,-0.0528125,0.000392188
-6.5600e-03,-0.0490625,-1.46875e-05
-6.5500e-03,-0.06,0.000253125
-6.5400e-03,-0.0573437,-2.71875e-05
-6.5300e-03,-0.0403125,3.125e-05
-6.5200e-03,-0.05,8.4375e-05
-6.5100e-03,-0.0546875,-0.000113438
-6.5000e-03,-0.04875,0.00026
-6.4900e-03,-0.0575,0.00015125
-6.4800e-03,-0.0554687,-0.000572813
-6.4700e-03,-0.0539063,-0.00019625
-6.4600e-03,-0.0571875,-0.000940313
-6.4500e-03,-0.0492188,-0.000645625
-6.4400e-03,-0.0467188,-0.000422188
-6.4300e-03,-0.0542187,0.000134375
-6.4200e-03,-0.06625,-0.000477813
-6.4100e-03,-0.0559375,3.53125e-05
-6.4000e-03,-0.0585938,-0.000104375
-6.3900e-03,-0.0476562,0.000548125
-6.3800e-03,-0.0482812,-0.000131563
-6.3700e-03,-0.0545313,-0.000121563
-6.3600e-03,-0.0534375,-0.0001875
-6.3500e-03,-0.0640625,-0.000606563
-6.3400e-03,-0.0473438,-0.000314063
-6.3300e-03,-0.0503125,-0.000704688
-6.3200e-03,-0.0573437,-0.000596875
-6.3100e-03,-0.060625,-0.00064875
-6.3000e-03,-0.0578125,-0.00109531
-6.2900e-03,-0.06875,-0.000599063
-6.2800e-03,-0.0557813,-0.000446563
-6.2700e-03,-0.0625,-0.0006175
-6.2600e-03,-0.0534375,8.875e-05
-6.2500e-03,-0.0657812,-0.000285625
-6.2400e-03,-0.0584375,-0.00107375
-6.2300e-03,-0.0545313,-0.000429375
-6.2200e-03,-0.0567187,0.0001025
-6.2100e-03,-0.034375,-0.00113719
-6.2000e-03,-0.0560937,-0.000381875
-6.1900e-03,-0.0504687,-0.000937188
-6.1800e-03,-0.0667188,-0.000435
-6.1700e-03,-0.0584375,-9.53125e-05
-6.1600e-03,-0.0507812,0.000455625
-6.1500e-03,-0.0564063,-0.00043125
-6.1400e-03,-0.0570313,0.00017
-6.1300e-03,-0.056875,-4.0625e-06
-6.1200e-03,-0.0575,-0.0002125
-6.1100e-03,-0.0589063,0.000295
-6.1000e-03,-0.05875,0.000252812
-6.0900e-03,-0.0401563,0.000317188
-6.0800e-03,-0.05875,0.0002775
-6.0700e-03,-0.0632812,0.000160625
-6.0600e-03,-0.0570313,-5.75e-05
-6.0500e-03,-0.0539063,0.000152188
-6.0400e-03,-0.0465625,0.000659063
-6.0300e-03,-0.0670313,-7.15625e-05
-6.0200e-03,-0.0504687,-0.000208125
-6.0100e-03,-0.0553125,-5.5e-05
-6.0000e-03,-0.0528125,0.000208125
-5.9900e-03,-0.0484375,-3.0625e-05
-5.9800e-03,-0.0553125,-0.000141875
-5.9700e-03,-0.0639062,-0.000714375
-5.9600e-03,-0.0471875,-0.000179688
-5.9500e-03,-0.0485938,0.000343438
-5.9400e-03,-0.0498438,0.000205938
-5.9300e-03,-0.0514063,-0.000309375
-5.9200e-03,-0.05625,5.75e-05
-5.9100e-03,-0.0548437,-0.000104063
-5.9000e-03,-0.0567187,-3.21875e-05
-5.8900e-03,-0.050625,0.000365313
-5.8800e-03,-0.0571875,-0.000131563
-5.8700e-03,-0.0523437,0.000384375
-5.8600e-03,-0.0592188,-0.000271563
-5.8500e-03,-0.058125,-0.000309063
-5.8400e-03,-0.0545313,0.000543125
-5.8300e-03,-0.0554687,0.000478438
-5.8200e-03,-0.0604688,-7.25e-05
-5.8100e-03,-0.0498438,-5.28125e-05
-5.8000e-03,-0.05375,-3.375e-05
-5.7900e-03,-0.0546875,-1.75e-05
-5.7800e-03,-0.0542187,0.000499375
-5.7700e-03,-0.05125,-0.000229688
-5.7600e-03,-0.0554687,-0.000659375
-5.7500e-03,-0.0565625,-0.00063
-5.7400e-03,-0.0529687,-0.0001525
-5.7300e-03,-0.0582813,-0.000718125
-5.7200e-03,-0.059375,-0.000585625
-5.7100e-03,-0.0525,-0.0002225
-5.7000e-03,-0.0507812,0.000102813
-5.6900e-03,-0.0482812,1.90625e-05
-5.6800e-03,-0.0551563,-0.000833438
-5.6700e-03,-0.0479688,-0.000331875
-5.6600e-03,-0.0464062,-0.00058875
-5.6500e-03,-0.0585938,-9.375e-06
-5.6400e-03,-0.05625,2.5e-06
-5.6300e-03,-0.0464062,0.000414688
-5.6200e-03,-0.0571875,0.000911875
-5.6100e-03,-0.0495312,0.000104688
-5.6000e-03,-0.0507812,0.00027125
-5.5900e-03,-0.0554687,-6.125e-05
-5.5800e-03,-0.0617188,-0.00013875
-5.5700e-03,-0.0589063,-0.0005975
-5.5600e-03,-0.0521875,-0.000526563
-5.5500e-03,-0.0571875,-9e-05
-5.5400e-03,-0.05625,-0.0004725
-5.5300e-03,-0.059375,-8.15625e-05
-5.5200e-03,-0.0496875,-0.0003775
-5.5100e-03,-0.0485938,-0.000398125
-5.5000e-03,-0.0496875,-0.000609063
-5.4900e-03,-0.0545313,-0.000194063
-5.4800e-03,-0.0545313,0.00033625
-5.4700e-03,-0.0460938,-0.000280625
-5.4600e-03,-0.0546875,-0.000254375
-5.4500e-03,-0.05375,3.78125e-05
-5.4400e-03,-0.0610938,-0.000218438
-5.4300e-03,-0.0603125,-0.000233125
-5.4200e-03,-0.0570313,-0.000158125
-5.4100e-03,-0.0523437,-3.125e-05
-5.4000e-03,-0.0507812,-0.000243438
-5.3900e-03,-0.0539063,-0.000358125
-5.3800e-03,-0.0514063,-0.000973125
-5.3700e-03,-0.049375,8.3125e-05
-5.3600e-03,-0.0460938,-0.000386875
-5.3500e-03,-0.0526563,-0.000104375
-5.3400e-03,-0.0564063,6.5625e-06
-5.3300e-03,-0.0485938,-0.00013875
-5.3200e-03,-0.04375,-0.000241563
-5.3100e-03,-0.04875,-0.000448125
-5.3000e-03,-0.0470312,3.78125e-05
-5.2900e-03,-0.0539063,-0.000112188
-5.2800e-03,-0.05375,-0.000125313
-5.2700e-03,-0.060625,-0.0003225
-5.2600e-03,-0.0684375,-0.000417188
-5.2500e-03,-0.0404687,-8.5625e-05
-5.2400e-03,-0.0632812,-0.000373125
-5.2300e-03,-0.0484375,-0.000357813
-5.2200e-03,-0.0578125,1.5e-05
-5.2100e-03,-0.048125,-0.000341875
-5.2000e-03,-0.0528125,6.6875e-05
-5.1900e-03,-0.0489062,-0.000183125
-5.1800e-03,-0.0446875,-0.000689688
-5.1700e-03,-0.0573437,-0.000189375
-5.1600e-03,-0.0567187,0.000269063
-5.1500e-03,-0.0507812,-0.000650938
-5.1400e-03,-0.0582813,-0.000345938
-5.1300e-03,-0.04625,-0.000120313
-5.1200e-03,-0.0403125,-0.000305938
-5.1100e-03,-0.04625,-0.000422188
-5.1000e-03,-0.0589063,-0.000736875
-5.0900e-03,-0.0515625,-0.00045625
-5.0800e-03,-0.02875,-0.0006575
-5.0700e-03,-0.0565625,-0.000364375
-5.0600e-03,-0.0498438,-0.000450938
-5.0500e-03,-0.05,-0.000266875
-5.0400e-03,-0.049375,9.625e-05
-5.0300e-03,-0.0509375,-0.0005625
-5.0200e-03,-0.0525,-0.000772188
-5.0100e-03,-0.05,-0.000498125
-5.0000e-03,-0.0503125,-0.000357188
-4.9900e-03,-0.053125,-8.34375e-05
-4.9800e-03,-0.0571875,-0.00039375
-4.9700e-03,-0.0526563,0.000395313
-4.9600e-03,-0.0534375,5.5625e-05
-4.9500e-03,-0.0601562,7.46875e-05
-4.9400e-03,-0.05625,-0.000148438
-4.9300e-03,-0.0496875,-0.000552188
-4.9200e-03,-0.07,-0.0001275
-4.9100e-03,-0.0482812,9.21875e-05
-4.9000e-03,-0.0584375,-1.8125e-05
-4.8900e-03,-0.0625,-0.000273438
-4.8800e-03,-0.055,-0.000279063
-4.8700e-03,-0.0610938,-0.000309063
-4.8600e-03,-0.0567187,-0.000600625
-4.8500e-03,-0.0582813,-0.00032375
-4.8400e-03,-0.05125,-0.000609063
-4.8300e-03,-0.0325,-4.6875e-06
-4.8200e-03,-0.04875,-0.000415
-4.8100e-03,-0.0559375,-0.000474063
-4.8000e-03,-0.0545313,-0.000175625
-4.7900e-03,-0.0598438,8.75e-05
-4.7800e-03,-0.0545313,0.000208438
-4.7700e-03,-0.0453125,-0.000280938
-4.7600e-03,-0.055,0.000190625
-4.7500e-03,-0.0560937,0.000410313
-4.7400e-03,-0.0490625,-0.000321875
-4.7300e-03,-0.043125,-0.000274063
-4.7200e-03,-0.0448438,-0.000404375
-4.7100e-03,-0.0520313,-0.000314375
-4.7000e-03,-0.0615625,-0.00028375
-4.6900e-03,-0.050625,-0.000255625
-4.6800e-03,-0.0540625,-0.000257188
-4.6700e-03,-0.0546875,-0.000279375
-4.6600e-03,-0.0548437,-0.00022125
-4.6500e-03,-0.0660938,-0.000129062
-4.6400e-03,-0.0440625,8.34375e-05
-4.6300e-03,-0.0498438,0.000296563
-4.6200e-03,-0.0557813,0.000232188
-4.6100e-03,-0.0484375,-0.000480625
-4.6000e-03,-0.0582813,0.000363125
-4.5900e-03,-0.0609375,0.000370625
-4.5800e-03,-0.0490625,-9.5625e-05
-4.5700e-03,-0.0596875,-0.000145625
-4.5600e-03,-0.0478125,-0.000355313
-4.5500e-03,-0.0554687,-0.000315313
-4.5400e-03,-0.055,0.000464375
-4.5300e-03,-0.044375,-0.000365625
-4.5200e-03,-0.0614062,-0.0005275
-4.5100e-03,-0.05875,-0.00052
-4.5000e-03,-0.0428125,9.5625e-05
-4.4900e-03,-0.0471875,-0.000381563
-4.4800e-03,-0.0482812,-0.000401563
-4.4700e-03,-0.0571875,0.00013875
-4.4600e-03,-0.0571875,0.000429375
-4.4500e-03,-0.0471875,5.125e-05
-4.4400e-03,-0.0496875,-7.8125e-05
