Model,MDO4054-3
Firmware Version,2.20

Waveform Type,ANALOG,,
1.720000e-04,-0.0584375,-0.00152922,4.92209
1.730000e-04,-0.0632812,-0.00125516,4.94115
1.740000e-04,-0.0535937,-0.00158719,4.93834
1.750000e-04,-0.06375,-0.00158563,4.93334
1.760000e-04,-0.0596875,-0.00121578,4.91959
1.770000e-04,-0.0584375,-0.00169594,4.92084
1.780000e-04,-0.0607812,-0.00114984,4.92459
1.790000e-04,-0.0498438,-0.00144547,4.92865
1.800000e-04,-0.0635938,-0.00144453,4.91115
1.810000e-04,-0.0596875,-0.00132406,4.93209
1.820000e-04,-0.0582813,-0.00149406,4.9274
1.830000e-04,-0.0509375,-0.00157391,4.91365
1.840000e-04,-0.0546875,-0.00140656,4.9099
1.850000e-04,-0.055,-0.00161656,4.91115
1.860000e-04,-0.0570313,-0.00144625,4.90928
1.870000e-04,-0.0540625,-0.001395,4.91896
1.880000e-04,-0.0539063,-0.00150688,4.91396
1.890000e-04,-0.0529687,-0.00146922,4.91865
1.900000e-04,-0.0578125,-0.00132828,4.93459
1.910000e-04,-0.0609375,-0.00168125,4.91365
1.920000e-04,-0.0551563,-0.00133344,4.92209
1.930000e-04,-0.0584375,-0.00149766,4.88459
1.940000e-04,-0.065625,-0.00144063,4.9074
1.950000e-04,-0.05375,-0.00152203,4.93865
1.960000e-04,-0.055,-0.00139703,4.90334
1.970000e-04,-0.0435938,-0.00163781,4.90803
1.980000e-04,-0.0535937,-0.00130375,4.90084
1.990000e-04,-0.0571875,-0.00165828,4.88927
2.000000e-04,-0.0575,-0.00133109,4.91584
2.010000e-04,-0.0535937,-0.00141344,4.8874
2.020000e-04,-0.0503125,-0.00171375,4.91396
2.030000e-04,-0.0498438,-0.00148797,4.9199
2.040000e-04,-0.0614062,-0.00151656,4.92646
2.050000e-04,-0.0610938,-0.00149453,4.91584
2.060000e-04,-0.055,-0.00138344,4.91146
2.070000e-04,-0.0585938,-0.00162391,4.93084
2.080000e-04,-0.0621875,-0.00139938,4.91615
2.090000e-04,-0.0598438,-0.00148094,4.90677
2.100000e-04,-0.0585938,-0.00161031,4.91677
2.110000e-04,-0.0657812,-0.00143859,4.92178
2.120000e-04,-0.0615625,-0.00161188,4.88834
2.130000e-04,-0.0478125,-0.00129781,4.92959
2.140000e-04,-0.0601562,-0.00142484,4.9574
2.150000e-04,-0.056875,-0.00164094,4.92084
2.160000e-04,-0.0565625,-0.00130641,4.93178
2.170000e-04,-0.0490625,-0.00135469,4.91584
2.180000e-04,-0.055625,-0.00165063,4.93021
2.190000e-04,-0.0621875,-0.00128219,4.91084
2.200000e-04,-0.0515625,-0.00156594,4.90896
2.210000e-04,-0.0564063,-0.00154813,4.93459
2.220000e-04,-0.0509375,-0.00138797,4.91771
2.230000e-04,-0.0534375,-0.00160859,4.92584
2.240000e-04,-0.055625,-0.00140891,4.92084
2.250000e-04,-0.0575,-0.0015,4.91178
2.260000e-04,-0.0601562,-0.00152094,4.9074
2.270000e-04,-0.0517188,-0.00133813,4.91302
2.280000e-04,-0.0617188,-0.00129281,4.92646
2.290000e-04,-0.0551563,-0.00143109,4.9124
2.300000e-04,-0.0498438,-0.00130438,4.93303
2.310000e-04,-0.061875,-0.00156063,4.89803
2.320000e-04,-0.0676563,-0.00154141,4.90365
2.330000e-04,-0.056875,-0.00130563,4.89271
2.340000e-04,-0.0709375,-0.00171094,4.91677
2.350000e-04,-0.05,-0.00135375,4.88053
2.360000e-04,-0.0614062,-0.00161219,4.94334
2.370000e-04,-0.0571875,-0.00152813,4.89959
2.380000e-04,-0.05875,-0.00123359,4.92396
2.390000e-04,-0.054375,-0.00166188,4.90771
2.400000e-04,-0.056875,-0.00138578,4.92271
2.410000e-04,-0.061875,-0.00123547,4.92084
2.420000e-04,-0.065625,-0.00165406,4.87865
2.430000e-04,-0.0432813,-0.00120313,4.8999
2.440000e-04,-0.056875,-0.00172469,4.91896
2.450000e-04,-0.060625,-0.00140797,4.91178
2.460000e-04,-0.0501562,-0.00124688,4.9549
2.470000e-04,-0.0553125,-0.00131344,4.93584
2.480000e-04,-0.0598438,-0.00131813,4.92303
2.490000e-04,-0.0590625,-0.00153234,4.92334
2.500000e-04,-0.0476562,-0.00143703,4.92802
2.510000e-04,-0.0610938,-0.00141422,4.93334
2.520000e-04,-0.054375,-0.00137828,4.94021
2.530000e-04,-0.0578125,-0.00110703,4.91896
2.540000e-04,-0.0585938,-0.00149359,4.92928
2.550000e-04,-0.0535937,-0.00131938,4.9249
2.560000e-04,-0.0546875,-0.00131359,4.90396
2.570000e-04,-0.0515625,-0.00160141,4.93427
2.580000e-04,-0.0498438,-0.00120781,4.91396
2.590000e-04,-0.0651562,-0.00144906,4.95927
2.600000e-04,-0.0546875,-0.00193406,4.93178
2.610000e-04,-0.0479688,-0.00120938,4.91584
2.620000e-04,-0.0467188,-0.00172203,4.88615
2.630000e-04,-0.0651562,-0.00102359,4.90428
2.640000e-04,-0.0507812,-0.00146406,4.91084
2.650000e-04,-0.0582813,-0.00136859,4.90646
2.660000e-04,-0.058125,-0.00151719,4.89334
2.670000e-04,-0.0571875,-0.00180672,4.90334
2.680000e-04,-0.0535937,-0.00115656,4.89459
2.690000e-04,-0.0551563,-0.00161438,4.85678
2.700000e-04,-0.0559375,-0.00135359,4.92802
2.710000e-04,-0.0715625,-0.00130656,4.90771
2.720000e-04,-0.0445313,-0.00167688,4.92802
2.730000e-04,-0.0551563,-0.00119672,4.90709
2.740000e-04,-0.0510938,-0.00156797,4.89865
2.750000e-04,-0.056875,-0.0013475,4.91021
2.760000e-04,-0.0525,-0.00147688,4.8999
2.770000e-04,-0.0429688,-0.00198125,4.90271
2.780000e-04,-0.05625,-0.00115297,4.9149
2.790000e-04,-0.0539063,-0.00159766,4.88459
2.800000e-04,-0.0378125,-0.00144984,4.90521
2.810000e-04,-0.0635938,-0.00123984,4.9349
2.820000e-04,-0.0625,-0.00172141,4.92365
2.830000e-04,-0.0501562,-0.00107281,4.89803
2.840000e-04,-0.0625,-0.00146234,4.90834
2.850000e-04,-0.0551563,-0.00141781,4.90834
2.860000e-04,-0.0571875,-0.00158656,4.90146
2.870000e-04,-0.0614062,-0.00138766,4.92896
2.880000e-04,-0.0564063,-0.00144078,4.92209
2.890000e-04,-0.0560937,-0.00161844,4.93459
2.900000e-04,-0.0625,-0.001175,4.92553
2.910000e-04,-0.0653125,-0.00163234,4.93459
2.920000e-04,-0.0565625,-0.00135594,4.90428
2.930000e-04,-0.0529687,-0.00121906,4.92084
2.940000e-04,-0.0665625,-0.001675,4.91928
2.950000e-04,-0.0635938,-0.00130594,4.92615
2.960000e-04,-0.0560937,-0.00146953,4.90959
2.970000e-04,-0.0576563,-0.00147844,4.90928
2.980000e-04,-0.0576563,-0.00109672,4.89865
2.990000e-04,-0.056875,-0.00171875,4.92209
3.000000e-04,-0.0560937,-0.00136719,4.95115
3.010000e-04,-0.0554687,-0.00145453,4.93271
3.020000e-04,-0.0514063,-0.00177641,4.91427
3.030000e-04,-0.0579687,-0.00127078,4.91959
3.040000e-04,-0.05625,-0.00128797,4.93052
3.050000e-04,-0.0496875,-0.00165484,4.9249
3.060000e-04,-0.0565625,-0.00124172,4.92584
3.070000e-04,-0.0546875,-0.00164625,4.8999
3.080000e-04,-0.0696875,-0.00133203,4.90334
3.090000e-04,-0.0571875,-0.0012775,4.90959
3.100000e-04,-0.0610938,-0.00150031,4.91584
3.110000e-04,-0.0670313,-0.00134922,4.9124
3.120000e-04,-0.0489062,-0.00137484,4.90553
3.130000e-04,-0.05625,-0.00142344,4.92771
3.140000e-04,-0.0529687,-0.00121172,4.91553
3.150000e-04,-0.0601562,-0.00189547,4.92959
3.160000e-04,-0.048125,-0.00111391,4.9099
3.170000e-04,-0.0570313,-0.00171422,4.9149
3.180000e-04,-0.0565625,-0.00142281,4.9074
3.190000e-04,-0.0509375,-0.00132422,4.8824
3.200000e-04,-0.0389063,-0.00150938,4.91052
3.210000e-04,-0.0540625,-0.00134953,4.91677
3.220000e-04,-0.0548437,-0.00174984,4.92584
3.230000e-04,-0.06375,-0.00137859,4.93334
3.240000e-04,-0.0626562,-0.00127266,4.94146
3.250000e-04,-0.0632812,-0.00162266,4.90709
3.260000e-04,-0.06125,-0.00144063,4.91896
3.270000e-04,-0.0634375,-0.00152141,4.91052
3.280000e-04,-0.0575,-0.00148469,4.91584
3.290000e-04,-0.0509375,-0.00124859,4.94771
3.300000e-04,-0.070625,-0.00130969,4.96271
3.310000e-04,-0.0610938,-0.00150031,4.92959
3.320000e-04,-0.049375,-0.00148391,4.92084
3.330000e-04,-0.05625,-0.00139656,4.90209
3.340000e-04,-0.0596875,-0.00118953,4.91365
3.350000e-04,-0.059375,-0.00145797,4.92021
3.360000e-04,-0.0517188,-0.00130531,4.91709
3.370000e-04,-0.0570313,-0.00136859,4.88709
3.380000e-04,-0.0540625,-0.00140719,4.92396
3.390000e-04,-0.053125,-0.00127,4.91865
3.400000e-04,-0.0540625,-0.00141766,4.91709
3.410000e-04,-0.059375,-0.00149516,4.88302
3.420000e-04,-0.0565625,-0.00159234,4.90178
3.430000e-04,-0.0576563,-0.00133234,4.90834
3.440000e-04,-0.0653125,-0.00145453,4.90928
3.450000e-04,-0.0571875,-0.00123672,4.89865
3.460000e-04,-0.06,-0.00164594,4.8974
3.470000e-04,-0.0539063,-0.00144063,4.89959
3.480000e-04,-0.0557813,-0.00130969,4.90521
3.490000e-04,-0.060625,-0.00155094,4.90115
3.500000e-04,-0.0659375,-0.00122047,4.90302
3.510000e-04,-0.0614062,-0.00176047,4.92334
3.520000e-04,-0.04875,-0.00171313,4.93209
3.530000e-04,-0.0553125,-0.000960938,4.90334
3.540000e-04,-0.0575,-0.00195859,4.91459
3.550000e-04,-0.0457813,-0.00124531,4.90271
3.560000e-04,-0.0573437,-0.00133516,4.88865
3.570000e-04,-0.0426562,-0.00149828,4.8924
3.580000e-04,-0.049375,-0.00129703,4.90615
3.590000e-04,-0.0557813,-0.00134375,4.92959
3.600000e-04,-0.0565625,-0.00159906,4.9249
3.610000e-04,-0.0576563,-0.00122375,4.92021
3.620000e-04,-0.0489062,-0.00157563,4.91803
3.630000e-04,-0.053125,-0.00138984,4.91115
3.640000e-04,-0.0534375,-0.00144281,4.9324
3.650000e-04,-0.0540625,-0.00147828,4.93365
3.660000e-04,-0.0617188,-0.00114734,4.91834
3.670000e-04,-0.0539063,-0.00147984,4.93115
3.680000e-04,-0.0553125,-0.00157391,4.92677
3.690000e-04,-0.05875,-0.00146906,4.93365
3.700000e-04,-0.058125,-0.001425,4.93771
3.710000e-04,-0.0523437,-0.00132797,4.93584
3.720000e-04,-0.0657812,-0.00161047,4.90146
3.730000e-04,-0.0660938,-0.00141547,4.90553
3.740000e-04,-0.0570313,-0.00156328,4.93865
3.750000e-04,-0.0476562,-0.00131359,4.92084
3.760000e-04,-0.0514063,-0.00150641,4.92959
3.770000e-04,-0.0575,-0.0013225,4.92334
3.780000e-04,-0.0525,-0.00133016,4.9224
3.790000e-04,-0.0559375,-0.00144625,4.92802
3.800000e-04,-0.0590625,-0.0013375,4.9199
3.810000e-04,-0.054375,-0.00141281,4.90677
3.820000e-04,-0.0625,-0.00157547,4.9249
3.830000e-04,-0.05375,-0.00121781,4.89521
3.840000e-04,-0.056875,-0.00164031,4.91271
3.850000e-04,-0.060625,-0.00129,4.89459
3.860000e-04,-0.0615625,-0.00143172,4.89334
3.870000e-04,-0.0576563,-0.00181313,4.92146
3.880000e-04,-0.056875,-0.00114,4.93052
3.890000e-04,-0.0470312,-0.00180047,4.91209
3.900000e-04,-0.0515625,-0.00114922,4.93396
3.910000e-04,-0.0575,-0.00140172,4.90771
3.920000e-04,-0.0576563,-0.00166859,4.91521
3.930000e-04,-0.0509375,-0.00116266,4.91771
3.940000e-04,-0.0620312,-0.00168719,4.92521
3.950000e-04,-0.0573437,-0.00119109,4.92303
3.960000e-04,-0.0553125,-0.00150031,4.90146
3.970000e-04,-0.0604688,-0.00142047,4.91365
3.980000e-04,-0.0584375,-0.00145969,4.9074
3.990000e-04,-0.0689063,-0.00183328,4.93115
4.000000e-04,-0.0535937,-0.00121281,4.92146
4.010000e-04,-0.06375,-0.00151938,4.92115
4.020000e-04,-0.0484375,-0.00142672,4.93084
4.030000e-04,-0.0532813,-0.001495,4.9174
4.040000e-04,-0.065625,-0.00156859,4.92521
4.050000e-04,-0.060625,-0.00130938,4.90428
4.060000e-04,-0.055,-0.001505,4.94552
4.070000e-04,-0.0496875,-0.001445,4.9174
4.080000e-04,-0.0528125,-0.00146578,4.95459
4.090000e-04,-0.06375,-0.00146,4.91302
4.100000e-04,-0.06,-0.001455,4.91646
4.110000e-04,-0.0490625,-0.00147906,4.90865
4.120000e-04,-0.0723437,-0.00151141,4.91521
4.130000e-04,-0.0565625,-0.00142016,4.92896
4.140000e-04,-0.0567187,-0.00148266,4.90459
4.150000e-04,-0.0548437,-0.00152172,4.91771
4.160000e-04,-0.0539063,-0.00143266,4.91178
4.170000e-04,-0.063125,-0.00140797,4.89084
4.180000e-04,-0.05875,-0.00143297,4.88803
4.190000e-04,-0.0571875,-0.00143078,4.89646
4.200000e-04,-0.051875,-0.00139156,4.90053
4.210000e-04,-0.0496875,-0.00138469,4.90428
4.220000e-04,-0.0426562,-0.00144328,4.89271
4.230000e-04,-0.0532813,-0.00141406,4.86615
4.240000e-04,-0.0548437,-0.00137031,4.8999
4.250000e-04,-0.058125,-0.00159094,4.91084
4.260000e-04,-0.0514063,-0.0014775,4.91052
4.270000e-04,-0.061875,-0.00141938,4.90584
4.280000e-04,-0.0476562,-0.00146672,4.91396
4.290000e-04,-0.0476562,-0.00152484,4.9224
4.300000e-04,-0.0557813,-0.00142703,4.89771
4.310000e-04,-0.0457813,-0.00143031,4.89428
4.320000e-04,-0.0553125,-0.00156625,4.8999
4.330000e-04,-0.0551563,-0.00143578,4.92553
4.340000e-04,-0.05375,-0.00139766,4.90271
4.350000e-04,-0.0465625,-0.00130234,4.89646
4.360000e-04,-0.0534375,-0.00135953,4.9099
4.370000e-04,-0.0595313,-0.00138266,4.92802
4.380000e-04,-0.0584375,-0.0013625,4.9024
4.390000e-04,-0.0645312,-0.00142938,4.91677
4.400000e-04,-0.0657812,-0.00139109,4.92553
4.410000e-04,-0.0585938,-0.0013425,4.91928
4.420000e-04,-0.0614062,-0.0014175,4.89865
4.430000e-04,-0.0528125,-0.00156375,4.91834
4.440000e-04,-0.0596875,-0.00139281,4.92896
4.450000e-04,-0.0520313,-0.00145766,4.93553
4.460000e-04,-0.050625,-0.001465,4.89459
4.470000e-04,-0.0540625,-0.00137438,4.90709
4.480000e-04,-0.0584375,-0.00139875,4.94678
4.490000e-04,-0.0475,-0.00138516,4.90803
4.500000e-04,-0.0565625,-0.00134578,4.92459
4.510000e-04,-0.0539063,-0.00140109,4.92052
4.520000e-04,-0.051875,-0.00140375,4.92052
4.530000e-04,-0.0515625,-0.00140078,4.9349
4.540000e-04,-0.05625,-0.00132656,4.90646
4.550000e-04,-0.0565625,-0.00137016,4.89677
4.560000e-04,-0.0560937,-0.00136969,4.90553
4.570000e-04,-0.0584375,-0.001395,4.90021
4.580000e-04,-0.0559375,-0.001425,4.8749
4.590000e-04,-0.0576563,-0.00149234,4.90115
4.600000e-04,-0.0567187,-0.00157063,4.93553
4.610000e-04,-0.0573437,-0.00149391,4.93584
4.620000e-04,-0.0592188,-0.001575,4.90803
4.630000e-04,-0.0548437,-0.00138969,4.90615
4.640000e-04,-0.05875,-0.00127266,4.90584
4.650000e-04,-0.0634375,-0.00132984,4.90646
4.660000e-04,-0.0535937,-0.00148984,4.87803
4.670000e-04,-0.0653125,-0.00138594,4.91896
4.680000e-04,-0.0510938,-0.00140406,4.89459
4.690000e-04,-0.054375,-0.00150781,4.91115
4.700000e-04,-0.056875,-0.00146219,4.92677
4.710000e-04,-0.0539063,-0.001435,4.94365
4.720000e-04,-0.0523437,-0.0014425,4.92427
4.730000e-04,-0.0590625,-0.00132109,4.91928
4.740000e-04,-0.0489062,-0.00136719,4.9124
4.750000e-04,-0.0628125,-0.00134828,4.92459
4.760000e-04,1.37531,0.000598438,4.93678
4.770000e-04,-1.92188,0.00389594,4.9099
4.780000e-04,1.22719,-0.00409609,4.90553
4.790000e-04,-1.39438,-0.00502062,4.9199
4.800000e-04,1.66953,-0.00502062,4.90709
4.810000e-04,-1.94781,-0.00502062,4.90677
4.820000e-04,1.84813,-0.00502062,4.91959
4.830000e-04,-1.83688,-0.00502062,4.91146
4.840000e-04,1.6125,-0.00502062,4.92928
4.850000e-04,-1.51344,-0.00502062,4.93334
4.860000e-04,1.28891,-0.00502062,4.90677
4.870000e-04,-1.25453,-0.00502062,4.9174
4.880000e-04,1.05906,-0.00502062,4.90178
4.890000e-04,-1.01188,-0.00502062,4.90803
4.900000e-04,0.898125,-0.00502062,4.91396
4.910000e-04,-0.969531,-0.00502062,4.91677
4.920000e-04,0.955937,-0.00502062,4.89896
4.930000e-04,-0.970938,-0.00501984,4.9124
4.940000e-04,0.971719,-0.00501828,4.92303
4.950000e-04,-1.065,-0.00500906,4.90084
4.960000e-04,1.03516,-0.00500281,4.91677
4.970000e-04,-0.560937,-0.00501484,4.90803
4.980000e-04,-0.0340625,-0.00491625,4.90834
4.990000e-04,-0.00265625,-0.00482391,4.91803
5.000000e-04,0.015625,-0.00482469,4.89334
5.010000e-04,0.02625,-0.00482438,4.89053
5.020000e-04,0.0492187,-0.00482563,4.90302
5.030000e-04,0.0617188,-0.00482531,4.90302
5.040000e-04,0.0770312,-0.00482391,4.9149
5.050000e-04,0.075,-0.00486063,4.91302
5.060000e-04,0.08375,-0.00478016,4.9049
5.070000e-04,0.0746875,-0.00477891,4.90896
5.080000e-04,0.0842187,-0.00477891,4.89521
5.090000e-04,0.0707813,-0.00477234,4.92709
5.100000e-04,0.0889062,-0.00477922,4.90302
5.110000e-04,0.0789062,-0.00486438,4.93928
5.120000e-04,0.096875,-0.00500828,4.90771
5.130000e-04,0.0878125,-0.00481719,4.93115
5.140000e-04,0.0840625,-0.00477891,4.9124
5.150000e-04,0.0985937,-0.00477891,4.91803
5.160000e-04,0.0829687,-0.00477906,4.91115
5.170000e-04,0.0840625,-0.00477906,4.92802
5.180000e-04,0.0765625,-0.00477906,4.9249
5.190000e-04,0.091875,-0.00477891,4.92802
5.200000e-04,0.094375,-0.00477906,4.92896
5.210000e-04,0.0928125,-0.00477891,4.91084
5.220000e-04,0.0817187,-0.00477891,4.91834
5.230000e-04,0.0882812,-0.00477906,4.91834
5.240000e-04,0.0840625,-0.00477906,4.91896
5.250000e-04,0.0776562,-0.00477906,4.9099
5.260000e-04,0.0673437,-0.00477891,4.93178
5.270000e-04,0.0734375,-0.00477875,4.90146
5.280000e-04,0.06375,-0.00477922,4.91896
5.290000e-04,0.0754688,-0.00477891,4.88771
5.300000e-04,0.0639062,-0.00477922,4.89803
5.310000e-04,0.0823437,-0.00477891,4.90178
5.320000e-04,0.0659375,-0.00477891,4.92459
5.330000e-04,0.0721875,-0.00477891,4.89084
5.340000e-04,0.0671875,-0.00477891,4.91459
5.350000e-04,0.0570312,-0.00477906,4.90928
5.360000e-04,0.0810937,-0.00477906,4.90271
5.370000e-04,0.0667187,-0.00477922,4.87084
5.380000e-04,0.0696875,-0.00477906,4.89615
5.390000e-04,0.0607812,-0.00477906,4.89334
5.400000e-04,0.0553125,-0.00477906,4.9149
5.410000e-04,0.0690625,-0.00477891,4.91084
5.420000e-04,0.0646875,-0.00477938,4.92396
5.430000e-04,0.0532813,-0.00477891,4.89771
5.440000e-04,0.0746875,-0.00477906,4.91896
5.450000e-04,0.07,-0.00477906,4.91896
5.460000e-04,0.0589062,-0.00477891,4.90209
5.470000e-04,0.0625,-0.00477891,4.92178
5.480000e-04,0.0614062,-0.00477891,4.9199
5.490000e-04,0.0496875,-0.00477906,4.89552
5.500000e-04,0.0604688,-0.00477922,4.90959
5.510000e-04,0.06375,-0.00477891,4.92303
5.520000e-04,0.0645312,-0.00477906,4.9424
5.530000e-04,0.0525,-0.00477891,4.9174
5.540000e-04,0.0535937,-0.00477875,4.91646
5.550000e-04,0.059375,-0.00477906,4.93146
5.560000e-04,0.0642187,-0.00477891,4.90584
5.570000e-04,0.04625,-0.00477906,4.93209
5.580000e-04,0.0478125,-0.00477891,4.92115
5.590000e-04,0.04875,-0.00477891,4.89896
5.600000e-04,0.064375,-0.00477922,4.93709
5.610000e-04,0.0479688,-0.00477891,4.93115
5.620000e-04,0.058125,-0.00477922,4.93178
5.630000e-04,0.0509375,-0.00477906,4.91427
5.640000e-04,0.045625,-0.00477906,4.89115
5.650000e-04,0.041875,-0.00477891,4.89084
5.660000e-04,0.04375,-0.00477891,4.89834
5.670000e-04,0.0645312,-0.00477906,4.8999
5.680000e-04,0.0460938,-0.00477891,4.94303
5.690000e-04,0.0478125,-0.00477906,4.90365
5.700000e-04,0.0596875,-0.00477891,4.91021
5.710000e-04,0.0528125,-0.00477922,4.93052
5.720000e-04,0.03375,-0.00477906,4.9049
5.730000e-04,0.0553125,-0.00477906,4.90459
5.740000e-04,0.0440625,-0.00477906,4.90928
5.750000e-04,0.0385937,-0.00477891,4.88927
5.760000e-04,0.0395313,-0.00477906,4.90834
5.770000e-04,0.0442188,-0.00477922,4.8924
5.780000e-04,0.0439062,-0.00477891,4.89771
5.790000e-04,0.0278125,-0.00477891,4.90115
5.800000e-04,0.0660937,-0.00477891,4.89584
5.810000e-04,0.0523437,-0.00477891,4.89178
5.820000e-04,0.034375,-0.00477891,4.90803
5.830000e-04,0.040625,-0.00477891,4.87584
5.840000e-04,0.0392187,-0.00477891,4.93021
5.850000e-04,0.0460938,-0.00477906,4.92021
5.860000e-04,0.0364063,-0.00477891,4.90178
5.870000e-04,0.0439062,-0.00477906,4.89084
5.880000e-04,0.0367187,-0.00477891,4.91178
5.890000e-04,0.0475,-0.00477906,4.89552
5.900000e-04,0.035,-0.00477891,4.91178
5.910000e-04,0.0364063,-0.00477906,4.91896
5.920000e-04,0.0329688,-0.00477922,4.92396
5.930000e-04,0.0365625,-0.00477891,4.96834
5.940000e-04,0.034375,-0.00477922,4.9024
5.950000e-04,0.0359375,-0.00477906,4.93365
5.960000e-04,0.0510937,-0.00477906,4.92615
5.970000e-04,0.0292187,-0.00477891,4.9199
5.980000e-04,0.03375,-0.00477891,4.91928
5.990000e-04,0.0389063,-0.00477922,4.90459
6.000000e-04,0.0315625,-0.00477875,4.9074
6.010000e-04,0.035625,-0.00477906,4.91771
6.020000e-04,0.0284375,-0.00477891,4.91178
6.030000e-04,0.03625,-0.00477906,4.89771
6.040000e-04,0.0392187,-0.00477922,4.90771
6.050000e-04,0.0290625,-0.00477906,4.91896
6.060000e-04,0.0415625,-0.00477906,4.90896
6.070000e-04,0.0259375,-0.00477906,4.89521
6.080000e-04,0.0342188,-0.00477891,4.90928
6.090000e-04,0.0323438,-0.00477906,4.89365
6.100000e-04,0.0164063,-0.00477891,4.91646
6.110000e-04,0.0117188,-0.00477891,4.91178
6.120000e-04,0.0260938,-0.00477906,4.90084
6.130000e-04,0.0415625,-0.00477891,4.8999
6.140000e-04,0.0254688,-0.00477906,4.88646
6.150000e-04,0.0273438,-0.00477906,4.89521
6.160000e-04,0.021875,-0.00477891,4.87834
6.170000e-04,0.0185938,-0.00477906,4.9149
6.180000e-04,0.0246875,-0.00477922,4.89771
6.190000e-04,0.043125,-0.00477922,4.91771
6.200000e-04,0.01875,-0.00477906,4.88959
6.210000e-04,0.0290625,-0.00477922,4.92115
6.220000e-04,0.0303125,-0.00477891,4.90459
6.230000e-04,0.025,-0.00477906,4.92271
6.240000e-04,0.0103125,-0.00477906,4.93959
6.250000e-04,0.0357813,-0.00477875,4.93771
6.260000e-04,0.0303125,-0.00477906,4.90834
6.270000e-04,0.0235938,-0.00477891,4.93521
6.280000e-04,0.0235938,-0.00477922,4.9274
6.290000e-04,0.01875,-0.00477906,4.9099
6.300000e-04,0.0126562,-0.00477906,4.91396
6.310000e-04,0.0214062,-0.00477938,4.94334
6.320000e-04,0.02125,-0.00477891,4.93678
6.330000e-04,0.0184375,-0.00477906,4.94334
6.340000e-04,0.029375,-0.00477906,4.91178
6.350000e-04,0.0307812,-0.00477906,4.94115
6.360000e-04,0.0221875,-0.00477906,4.91302
6.370000e-04,0.0260938,-0.00477891,4.90834
6.380000e-04,0.0267188,-0.00477906,4.9149
6.390000e-04,0.0295312,-0.00477891,4.93021
6.400000e-04,0.0157813,-0.00477906,4.91365
