Model,MDO4054-3
Firmware Version,2.20

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.01,
Horizontal Delay,0.03977,
Sample Interval,1e-05,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Vertical Position,0.02,
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.0230e-02,-0.0532813,-0.00120375
-1.0220e-02,-0.0448438,-0.00108813
-1.0210e-02,-0.0551563,-0.00101188
-1.0200e-02,-0.0459375,-0.00136906
-1.0190e-02,-0.0385937,-0.00121625
-1.0180e-02,-0.05125,-0.00129125
-1.0170e-02,-0.04375,-0.00099125
-1.0160e-02,-0.0551563,-0.00110156
-1.0150e-02,-0.0532813,-0.00078875
-1.0140e-02,-0.0451563,-0.0005775
-1.0130e-02,-0.0554687,-0.001155
-1.0120e-02,-0.0521875,-0.0005725
-1.0110e-02,-0.0442188,-0.000938125
-1.0100e-02,-0.0453125,-0.00125063
-1.0090e-02,-0.05125,-0.00124875
-1.0080e-02,-0.056875,-0.00156438
-1.0070e-02,-0.0534375,-0.00125688
-1.0060e-02,-0.059375,-0.00118031
-1.0050e-02,-0.0471875,-0.0011425
-1.0040e-02,-0.04625,-0.00141531
-1.0030e-02,-0.043125,-0.00097125
-1.0020e-02,-0.0415625,-0.000946563
-1.0010e-02,-0.0470312,-0.00142531
-1.0000e-02,-0.058125,-0.00126656
-9.9900e-03,-0.0404687,-0.00139906
-9.9800e-03,-0.048125,-0.00123125
-9.9700e-03,-0.0446875,-0.00114844
-9.9600e-03,-0.04375,-0.000997813
-9.9500e-03,-0.0382813,-0.000716875
-9.9400e-03,-0.0514063,-0.00110094
-9.9300e-03,-0.0545313,-0.00109406
-9.9200e-03,-0.0565625,-0.00127438
-9.9100e-03,-0.0471875,-0.00121094
-9.9000e-03,-0.048125,-0.00114781
-9.8900e-03,-0.05125,-0.000766875
-9.8800e-03,-0.0560937,-0.00140813
-9.8700e-03,-0.0570313,-0.00106281
-9.8600e-03,-0.05875,-0.00119375
-9.8500e-03,-0.0520313,-0.00124938
-9.8400e-03,-0.0479688,-0.00129656
-9.8300e-03,-0.0475,-0.00118969
-9.8200e-03,-0.061875,-0.00136875
-9.8100e-03,-0.0428125,-0.00148375
-9.8000e-03,-0.0414063,-0.00127938
-9.7900e-03,-0.0515625,-0.00109781
-9.7800e-03,-0.0440625,-0.000544063
-9.7700e-03,-0.035,-0.00131344
-9.7600e-03,-0.0470312,-0.00103656
-9.7500e-03,-0.051875,-0.000788438
-9.7400e-03,-0.0578125,-0.000389375
-9.7300e-03,-0.0528125,-0.00122313
-9.7200e-03,-0.0421875,-0.00128469
-9.7100e-03,-0.0414063,-0.00118844
-9.7000e-03,-0.0439063,-0.00139
-9.6900e-03,-0.0415625,-0.00110125
-9.6800e-03,-0.0517188,-0.00142781
-9.6700e-03,-0.0539063,-0.00138875
-9.6600e-03,-0.0460938,-0.00114188
-9.6500e-03,-0.0334375,-0.00117094
-9.6400e-03,-0.0395313,-0.00134625
-9.6300e-03,-0.0396875,-0.00103313
-9.6200e-03,-0.05375,-0.00119313
