Model,MDO4054-3
Firmware Version,2.20

Waveform Type,ANALOG,
-9.6200e-03,-0.0582813,-9.71875e-05
-9.6100e-03,-0.044375,-0.000465
-9.6000e-03,-0.0609375,-0.000201563
-9.5900e-03,-0.0554687,-0.000369063
-9.5800e-03,-0.051875,-0.000386875
-9.5700e-03,-0.0603125,-0.000386563
-9.5600e-03,-0.0526563,-0.0004975
-9.5500e-03,-0.0564063,-0.000210313
-9.5400e-03,-0.0451563,-6.03125e-05
-9.5300e-03,-0.0564063,-0.000621875
-9.5200e-03,-0.045,-0.000370625
-9.5100e-03,-0.0651562,-0.000145625
-9.5000e-03,-0.0551563,-0.00037625
-9.4900e-03,-0.0523437,-0.000171875
-9.4800e-03,-0.051875,-0.000378125
-9.4700e-03,-0.048125,-0.000346875
-9.4600e-03,-0.0623438,-0.00032
-9.4500e-03,-0.0592188,-0.000233125
-9.4400e-03,-0.0585938,8.125e-06
-9.4300e-03,-0.046875,-0.000177188
-9.4200e-03,-0.05875,0.00014375
-9.4100e-03,-0.0626562,-0.000311875
-9.4000e-03,-0.06125,-0.000351563
-9.3900e-03,-0.06,0.000145938
-9.3800e-03,-0.0403125,5.8125e-05
-9.3700e-03,-0.0475,-0.0002475
-9.3600e-03,-0.0589063,-0.000155625
-9.3500e-03,-0.0476562,-0.00059
-9.3400e-03,-0.0526563,-7.5e-05
-9.3300e-03,-0.0471875,-9.53125e-05
-9.3200e-03,-0.04625,-0.00020125
-9.3100e-03,-0.0545313,-0.000489375
-9.3000e-03,-0.0570313,-0.000184375
-9.2900e-03,-0.0557813,-0.000357188
-9.2800e-03,-0.0570313,-0.000133125
-9.2700e-03,-0.0634375,-0.0004025
-9.2600e-03,-0.053125,6.65625e-05
-9.2500e-03,-0.0573437,0.000304063
-9.2400e-03,-0.0526563,-0.000459063
-9.2300e-03,-0.0589063,-0.000395
-9.2200e-03,-0.0460938,0.000265625
-9.2100e-03,-0.04875,0.000127188
-9.2000e-03,-0.0373438,-3.46875e-05
-9.1900e-03,-0.0553125,0.000317188
-9.1800e-03,-0.05,-4.9375e-05
-9.1700e-03,-0.0503125,-0.00028875
-9.1600e-03,-0.0575,9.21875e-05
-9.1500e-03,-0.0692187,-0.00023125
-9.1400e-03,-0.0523437,-0.000236563
-9.1300e-03,-0.0439063,0.00037875
-9.1200e-03,-0.0629688,-0.000669688
-9.1100e-03,-0.051875,0.000169688
-9.1000e-03,-0.05375,0.000329688
-9.0900e-03,-0.0459375,-0.0001025
-9.0800e-03,-0.055625,0.000105313
-9.0700e-03,-0.046875,-0.00020875
-9.0600e-03,-0.0523437,-0.000409688
-9.0500e-03,-0.049375,-0.000371563
-9.0400e-03,-0.0573437,-0.000364063
-9.0300e-03,-0.0584375,-0.000401875
-9.0200e-03,-0.0485938,8.125e-06
-9.0100e-03,-0.05875,-0.000555625
-9.0000e-03,-0.05125,-9.625e-05
-8.9900e-03,-0.06,0.000264375
-8.9800e-03,-0.0489062,-0.00040875
-8.9700e-03,-0.0426562,-0.000461563
-8.9600e-03,-0.059375,4.03125e-05
-8.9500e-03,-0.0567187,0.000112188
-8.9400e-03,-0.055625,0.000362188
-8.9300e-03,-0.0578125,-0.000403125
-8.9200e-03,-0.0603125,-0.00011625
-8.9100e-03,-0.0592188,0.000825625
-8.9000e-03,-0.0515625,0.00010375
-8.8900e-03,-0.061875,-0.000137813
-8.8800e-03,-0.0604688,0.000175938
-8.8700e-03,-0.0596875,-0.000129375
-8.8600e-03,-0.0485938,4.1875e-05
-8.8500e-03,-0.0626562,-0.00057625
-8.8400e-03,-0.0607812,-0.000318125
-8.8300e-03,-0.0554687,-0.000316875
-8.8200e-03,-0.060625,-0.00027125
-8.8100e-03,-0.0509375,-0.000265
-8.8000e-03,-0.05375,0.0002375
-8.7900e-03,-0.0460938,-0.000277188
-8.7800e-03,-0.0645312,7.21875e-05
-8.7700e-03,-0.0604688,0.000215
-8.7600e-03,-0.0482812,-0.000499688
-8.7500e-03,-0.0534375,-0.000202188
-8.7400e-03,-0.0490625,0.00026625
-8.7300e-03,-0.0498438,-0.000455313
-8.7200e-03,-0.0492188,6.8125e-05
-8.7100e-03,-0.0590625,-6.0625e-05
-8.7000e-03,-0.0689063,-0.00031
-8.6900e-03,-0.0578125,0.000326563
-8.6800e-03,-0.0603125,-0.000400938
-8.6700e-03,-0.0545313,-0.0005325
-8.6600e-03,-0.0592188,1.78125e-05
-8.6500e-03,-0.0551563,-0.000339063
-8.6400e-03,-0.035625,-0.000457813
-8.6300e-03,-0.0642188,0.000282813
-8.6200e-03,-0.0559375,-0.000204063
-8.6100e-03,-0.0634375,-0.00033625
-8.6000e-03,-0.0584375,-0.000104375
-8.5900e-03,-0.0475,-0.000491563
-8.5800e-03,-0.0514063,-0.000338125
-8.5700e-03,-0.0564063,-0.000216563
-8.5600e-03,-0.0503125,-0.00086375
-8.5500e-03,-0.0548437,-0.000101563
-8.5400e-03,-0.0510938,0.000118125
-8.5300e-03,-0.0457813,-0.000220313
-8.5200e-03,-0.0696875,0.00014375
-8.5100e-03,-0.0515625,-1e-05
-8.5000e-03,-0.056875,0.000153438
-8.4900e-03,-0.0453125,0.000222813
-8.4800e-03,-0.0521875,-0.000318438
-8.4700e-03,-0.0651562,-0.000410625
-8.4600e-03,-0.05375,0.000165313
-8.4500e-03,-0.061875,0.000161875
-8.4400e-03,-0.043125,-8.90625e-05
-8.4300e-03,-0.05875,-0.000583438
-8.4200e-03,-0.050625,-7.28125e-05
-8.4100e-03,-0.0614062,-0.000177813
-8.4000e-03,-0.0528125,0.000185625
-8.3900e-03,-0.0567187,0.000162813
-8.3800e-03,-0.04875,-0.000124375
-8.3700e-03,-0.0529687,-0.000183438
-8.3600e-03,-0.0464062,-0.000785313
-8.3500e-03,-0.054375,1.21875e-05
-8.3400e-03,-0.0621875,-0.00030375
-8.3300e-03,-0.0610938,-0.000281563
-8.3200e-03,-0.060625,-0.000414688
-8.3100e-03,-0.055,0.000251875
-8.3000e-03,-0.0570313,-0.00048875
-8.2900e-03,-0.0528125,-0.000294688
-8.2800e-03,-0.06,-0.000131875
-8.2700e-03,-0.0465625,-0.000185625
-8.2600e-03,-0.0564063,-0.00042375
-8.2500e-03,-0.063125,-0.00043625
-8.2400e-03,-0.0590625,-0.00018
-8.2300e-03,-0.0560937,-0.0003975
-8.2200e-03,-0.0609375,1.03125e-05
-8.2100e-03,-0.0685937,-0.0004175
-8.2000e-03,-0.0575,-0.000344063
-8.1900e-03,-0.0589063,-0.000145625
-8.1800e-03,-0.0607812,-0.000701563
-8.1700e-03,-0.0671875,-0.0001975
-8.1600e-03,-0.0564063,-0.000213438
-8.1500e-03,-0.0498438,-0.000202813
-8.1400e-03,-0.0453125,-0.000373125
-8.1300e-03,-0.06125,7.96875e-05
-8.1200e-03,-0.0554687,-0.000214688
-8.1100e-03,-0.0534375,0.00018
-8.1000e-03,-0.0571875,0.000109063
-8.0900e-03,-0.04625,-7.8125e-05
-8.0800e-03,-0.058125,0.00016
-8.0700e-03,-0.0610938,-0.000282188
-8.0600e-03,-0.0604688,-0.000585938
-8.0500e-03,-0.0664062,0.000241563
-8.0400e-03,-0.0635938,-0.000365313
-8.0300e-03,-0.0585938,-0.000303125
-8.0200e-03,-0.0548437,0.000159688
-8.0100e-03,-0.05375,-6.96875e-05
-8.0000e-03,-0.0521875,-0.000412188
-7.9900e-03,-0.0604688,0.000350938
-7.9800e-03,-0.0609375,-0.0001525
-7.9700e-03,-0.0579687,-0.00030375
-7.9600e-03,-0.0532813,0.00058375
-7.9500e-03,-0.0584375,-0.000442188
-7.9400e-03,-0.0578125,-0.00017
-7.9300e-03,-0.04625,3.25e-05
-7.9200e-03,-0.05,-0.0004825
-7.9100e-03,-0.0507812,-0.00019
-7.9000e-03,-0.05625,0.0003125
-7.8900e-03,-0.055,-4.6875e-05
-7.8800e-03,-0.0640625,-0.000225
-7.8700e-03,-0.0490625,0.000129062
-7.8600e-03,-0.0546875,-0.000504688
-7.8500e-03,-0.0648438,0.000204375
-7.8400e-03,-0.0465625,0.00019625
-7.8300e-03,-0.0584375,-0.000562188
-7.8200e-03,-0.058125,0.00027
-7.8100e-03,-0.0628125,4.0625e-06
-7.8000e-03,-0.048125,-0.00029125
-7.7900e-03,-0.0548437,0.000128125
-7.7800e-03,-0.060625,-0.00046
-7.7700e-03,-0.0503125,-0.000254688
-7.7600e-03,-0.0557813,0.000237188
-7.7500e-03,-0.0479688,-0.000659063
-7.7400e-03,-0.0634375,-0.000329688
-7.7300e-03,-0.0584375,8.8125e-05
-7.7200e-03,-0.0704687,-0.00066875
-7.7100e-03,-0.0553125,-0.000156563
-7.7000e-03,-0.0645312,-0.000431563
-7.6900e-03,-0.041875,-0.00062875
-7.6800e-03,-0.0575,-7.1875e-06
-7.6700e-03,-0.0595313,-0.0004725
-7.6600e-03,-0.05875,-0.00058875
-7.6500e-03,-0.05625,9.84375e-05
-7.6400e-03,-0.0525,-0.000400313
-7.6300e-03,-0.0495312,6.75e-05
-7.6200e-03,-0.0590625,0.000243125
-7.6100e-03,-0.0589063,-0.000399375
-7.6000e-03,-0.0535937,-6.09375e-05
-7.5900e-03,-0.051875,6.53125e-05
-7.5800e-03,-0.0629688,-9.96875e-05
-7.5700e-03,-0.0515625,-0.000278125
-7.5600e-03,-0.051875,-3.375e-05
-7.5500e-03,-0.0567187,-0.000364375
-7.5400e-03,-0.0476562,-7.09375e-05
-7.5300e-03,-0.0560937,-0.000526563
-7.5200e-03,-0.0546875,-0.000236563
-7.5100e-03,-0.06125,-0.000103125
-7.5000e-03,-0.0428125,-0.000101563
-7.4900e-03,-0.0453125,-0.000128437
-7.4800e-03,-0.0604688,0.00016625
-7.4700e-03,-0.074375,0.000103438
-7.4600e-03,-0.0614062,-0.00024125
-7.4500e-03,-0.05,-0.000423125
-7.4400e-03,-0.0551563,-0.00052625
-7.4300e-03,-0.0528125,3.625e-05
-7.4200e-03,-0.0485938,1e-05
-7.4100e-03,-0.0546875,-0.000185313
-7.4000e-03,-0.0639062,-0.00022125
-7.3900e-03,-0.0545313,-0.000202813
-7.3800e-03,-0.0525,-0.000111875
-7.3700e-03,-0.0410937,0.000111563
-7.3600e-03,-0.0640625,-2.9375e-05
-7.3500e-03,-0.0579687,-8.4375e-05
-7.3400e-03,-0.0575,-3.09375e-05
-7.3300e-03,-0.0498438,-0.000315
-7.3200e-03,-0.0535937,-2.09375e-05
-7.3100e-03,-0.0582813,-4.5625e-05
-7.3000e-03,-0.0471875,-0.000356875
-7.2900e-03,-0.0534375,-0.00049625
-7.2800e-03,-0.065,-9.09375e-05
-7.2700e-03,-0.0554687,9.40625e-05
-7.2600e-03,-0.058125,-4.03125e-05
-7.2500e-03,-0.0553125,-4.46875e-05
-7.2400e-03,-0.0517188,-2.6875e-05
-7.2300e-03,-0.0590625,0.000274063
-7.2200e-03,-0.0578125,4.6875e-06
-7.2100e-03,-0.0517188,4.78125e-05
-7.2000e-03,-0.0498438,-0.000615938
-7.1900e-03,-0.0575,-0.00016625
-7.1800e-03,-0.0620312,-0.00035125
-7.1700e-03,-0.0559375,-0.000366563
-7.1600e-03,-0.0604688,-8.875e-05
-7.1500e-03,-0.0429688,-0.000270625
-7.1400e-03,-0.050625,-0.000317813
-7.1300e-03,-0.0617188,-0.000646563
-7.1200e-03,-0.0546875,6.375e-05
-7.1100e-03,-0.0510938,-0.000145313
-7.1000e-03,-0.05125,-2.78125e-05
-7.0900e-03,-0.0584375,-0.000395625
-7.0800e-03,-0.0378125,-0.000239688
-7.0700e-03,-0.044375,-0.00047
-7.0600e-03,-0.0501562,-9.8125e-05
-7.0500e-03,-0.0682813,-0.00031
-7.0400e-03,-0.0554687,-0.000304063
-7.0300e-03,-0.0551563,0.000132813
-7.0200e-03,-0.0534375,-2.84375e-05
-7.0100e-03,-0.0625,-0.000224688
-7.0000e-03,-0.0567187,-0.000434375
-6.9900e-03,-0.0542187,0.000114375
-6.9800e-03,-0.0584375,-5.78125e-05
-6.9700e-03,-0.064375,-0.000290938
-6.9600e-03,-0.06625,0.00023625
-6.9500e-03,-0.0509375,-9.90625e-05
-6.9400e-03,-0.0598438,-0.000485938
-6.9300e-03,-0.0573437,0.000100938
-6.9200e-03,-0.0521875,-0.000555938
-6.9100e-03,-0.0559375,0.000246563
-6.9000e-03,-0.0526563,-0.000222188
-6.8900e-03,-0.0529687,3.5625e-05
-6.8800e-03,-0.0596875,-2.0625e-05
-6.8700e-03,-0.0573437,0.00018125
-6.8600e-03,-0.0621875,-0.000900313
-6.8500e-03,-0.053125,-0.0004525
-6.8400e-03,-0.0621875,-0.000553125
-6.8300e-03,-0.0578125,-0.000265938
-6.8200e-03,-0.0457813,-7.96875e-05
-6.8100e-03,-0.0532813,-6.65625e-05
-6.8000e-03,-0.0590625,-0.000118438
-6.7900e-03,-0.0582813,-4.21875e-05
-6.7800e-03,-0.0523437,-0.000538125
-6.7700e-03,-0.0646875,-0.000404688
-6.7600e-03,-0.0517188,0.000134688
-6.7500e-03,-0.058125,-4.9375e-05
-6.7400e-03,-0.0564063,-0.000498438
-6.7300e-03,-0.055625,-6.625e-05
-6.7200e-03,-0.0482812,-0.000443438
-6.7100e-03,-0.0507812,0.00017625
-6.7000e-03,-0.0564063,-0.00057125
-6.6900e-03,-0.0498438,-0.00040625
-6.6800e-03,-0.0554687,-0.000319063
-6.6700e-03,-0.0479688,-7.34375e-05
-6.6600e-03,-0.0490625,-0.0008025
-6.6500e-03,-0.0546875,-8.34375e-05
-6.6400e-03,-0.0589063,-0.00028
-6.6300e-03,-0.0659375,-0.00051625
-6.6200e-03,-0.0623438,-0.000135938
-6.6100e-03,-0.0510938,-0.000156875
-6.6000e-03,-0.0678125,-8.84375e-05
-6.5900e-03,-0.0590625,0.000187813
-6.5800e-03,-0.0582813,9.6875e-05
-6.5700e-03,-0.0551563,-0.000302813
-6.5600e-03,-0.055,0.0002275
-6.5500e-03,-0.0453125,-0.000504063
-6.5400e-03,-0.04625,-0.000291563
-6.5300e-03,-0.0460938,-0.000341563
-6.5200e-03,-0.0526563,-0.000201563
-6.5100e-03,-0.0554687,-8.96875e-05
-6.5000e-03,-0.0507812,-0.000394063
-6.4900e-03,-0.0515625,-0.000176875
-6.4800e-03,-0.0529687,0.000515625
-6.4700e-03,-0.0490625,2.96875e-05
-6.4600e-03,-0.04875,-0.00034125
-6.4500e-03,-0.060625,-1.5625e-06
-6.4400e-03,-0.0584375,-0.000351875
-6.4300e-03,-0.04875,0.000131563
-6.4200e-03,-0.0484375,-0.000170625
-6.4100e-03,-0.050625,-0.000486563
-6.4000e-03,-0.0539063,-0.000114375
-6.3900e-03,-0.0560937,-0.00020625
-6.3800e-03,-0.0560937,-0.000368125
-6.3700e-03,-0.0546875,-1.5625e-05
-6.3600e-03,-0.0490625,-0.000265313
-6.3500e-03,-0.0584375,-0.00026125
-6.3400e-03,-0.0523437,-0.000377813
-6.3300e-03,-0.0565625,-0.00061875
-6.3200e-03,-0.0542187,-0.000504688
-6.3100e-03,-0.0523437,-0.00024
-6.3000e-03,-0.0504687,-0.000453125
-6.2900e-03,-0.0515625,-0.0005525
-6.2800e-03,-0.0539063,-0.000345
-6.2700e-03,-0.0557813,0.000165938
-6.2600e-03,-0.055625,-2.4375e-05
-6.2500e-03,-0.0446875,0.000350313
-6.2400e-03,-0.0554687,-0.00017875
-6.2300e-03,-0.056875,-0.000118125
-6.2200e-03,-0.0576563,-0.000179063
-6.2100e-03,-0.0495312,-0.000558438
-6.2000e-03,-0.0540625,-0.000230625
-6.1900e-03,-0.0448438,-0.000358125
-6.1800e-03,-0.0578125,-0.000550313
-6.1700e-03,-0.0614062,0.000134375
-6.1600e-03,-0.0590625,-0.000240938
-6.1500e-03,-0.0520313,-0.000545
-6.1400e-03,-0.0517188,0.000194375
-6.1300e-03,-0.05625,-0.000245313
-6.1200e-03,-0.055,-8.03125e-05
-6.1100e-03,-0.056875,-0.000113438
-6.1000e-03,-0.0492188,-0.000848125
-6.0900e-03,-0.0625,-0.00038625
-6.0800e-03,-0.0621875,6.875e-05
-6.0700e-03,-0.0535937,-4.8125e-05
-6.0600e-03,-0.05875,8.03125e-05
-6.0500e-03,-0.0448438,-0.000414375
-6.0400e-03,-0.0629688,-0.000443438
-6.0300e-03,-0.0445313,-0.0001275
-6.0200e-03,-0.0476562,-0.000483125
-6.0100e-03,-0.0510938,-3.25e-05
-6.0000e-03,-0.0551563,0.000179688
-5.9900e-03,-0.059375,-0.000476875
-5.9800e-03,-0.056875,7.875e-05
-5.9700e-03,-0.0590625,0.000211563
-5.9600e-03,-0.048125,-0.000420313
-5.9500e-03,-0.0521875,-0.000379063
-5.9400e-03,-0.0623438,-0.000164688
-5.9300e-03,-0.0459375,-0.000373125
-5.9200e-03,-0.0407813,7.875e-05
-5.9100e-03,-0.0604688,-9.71875e-05
-5.9000e-03,-0.0517188,-0.00013125
-5.8900e-03,-0.0485938,1.375e-05
-5.8800e-03,-0.0546875,-8.75e-06
-5.8700e-03,-0.0590625,-0.00034125
-5.8600e-03,-0.0525,0.000129688
-5.8500e-03,-0.0554687,0.000325313
-5.8400e-03,-0.0623438,-0.000528125
-5.8300e-03,-0.0457813,-0.000183438
-5.8200e-03,-0.060625,-0.000254688
-5.8100e-03,-0.061875,-1.59375e-05
-5.8000e-03,-0.0439063,0.000148125
-5.7900e-03,-0.0465625,-0.000339375
-5.7800e-03,-0.053125,-0.00041
-5.7700e-03,-0.0535937,-0.000170625
-5.7600e-03,-0.0621875,-0.000295938
-5.7500e-03,-0.05625,3.15625e-05
-5.7400e-03,-0.0542187,0.00018
-5.7300e-03,-0.043125,-1.25e-05
-5.7200e-03,-0.0548437,-1.5625e-06
-5.7100e-03,-0.0426562,0.000116875
-5.7000e-03,-0.0620312,-0.00029875
-5.6900e-03,-0.076875,-0.00034875
-5.6800e-03,-0.058125,0.000365313
-5.6700e-03,-0.0453125,-9.03125e-05
-5.6600e-03,-0.0540625,-5.65625e-05
-5.6500e-03,-0.0607812,-2.53125e-05
-5.6400e-03,-0.0595313,-0.000251875
-5.6300e-03,-0.05125,-0.000530938
-5.6200e-03,-0.0625,0.000201875
-5.6100e-03,-0.0564063,-0.000404688
-5.6000e-03,-0.058125,-0.000344063
-5.5900e-03,-0.0548437,-4.4375e-05
-5.5800e-03,-0.0570313,-4.0625e-05
-5.5700e-03,-0.0554687,4.46875e-05
-5.5600e-03,-0.0604688,-0.000204375
-5.5500e-03,-0.0598438,-0.000590313
-5.5400e-03,-0.063125,0.000164375
-5.5300e-03,-0.0484375,0.000120313
-5.5200e-03,-0.055625,-0.000439688
-5.5100e-03,-0.0454688,-0.000182188
-5.5000e-03,-0.0629688,1.40625e-05
-5.4900e-03,-0.0575,0.000108125
-5.4800e-03,-0.0578125,-2.28125e-05
-5.4700e-03,-0.0528125,3.125e-07
-5.4600e-03,-0.054375,-0.000480313
-5.4500e-03,-0.0590625,-9.0625e-06
-5.4400e-03,-0.058125,-3.75e-05
-5.4300e-03,-0.0571875,0.00024
-5.4200e-03,-0.0464062,-0.000109375
-5.4100e-03,-0.046875,-0.000190938
-5.4000e-03,-0.049375,0.000305313
-5.3900e-03,-0.0415625,6.125e-05
-5.3800e-03,-0.0559375,-0.000530938
-5.3700e-03,-0.0509375,-0.000311875
-5.3600e-03,-0.0520313,-0.000495
-5.3500e-03,-0.0545313,-0.000151875
-5.3400e-03,-0.0540625,-0.00020625
-5.3300e-03,-0.0532813,-9.375e-05
-5.3200e-03,-0.049375,-0.0003225
-5.3100e-03,-0.0715625,7.78125e-05
-5.3000e-03,-0.053125,-4.0625e-06
-5.2900e-03,-0.0520313,0.00036875
-5.2800e-03,-0.0607812,7.96875e-05
-5.2700e-03,-0.0595313,-0.000535938
-5.2600e-03,-0.0485938,-0.000305625
-5.2500e-03,-0.0532813,-3.6875e-05
-5.2400e-03,-0.0539063,-0.000490625
-5.2300e-03,-0.0560937,0.000128125
-5.2200e-03,-0.048125,-0.000466563
-5.2100e-03,-0.0521875,-3.75e-06
-5.2000e-03,-0.0564063,0.000227188
-5.1900e-03,-0.0545313,-8.53125e-05
-5.1800e-03,-0.065625,-9.375e-05
-5.1700e-03,-0.0696875,-0.000407813
-5.1600e-03,-0.0501562,-0.000275625
-5.1500e-03,-0.045625,-4.375e-06
-5.1400e-03,-0.0540625,-0.0002225
-5.1300e-03,-0.0479688,-0.0001625
-5.1200e-03,-0.0510938,8.71875e-05
-5.1100e-03,-0.050625,-6e-05
-5.1000e-03,-0.05,6.5e-05
-5.0900e-03,-0.0542187,0.000157188
-5.0800e-03,-0.0689063,-0.00028
-5.0700e-03,-0.0585938,-0.000295938
-5.0600e-03,-0.0535937,-0.000467813
-5.0500e-03,-0.053125,-9.15625e-05
-5.0400e-03,-0.05625,-0.000246875
-5.0300e-03,-0.0576563,-0.000497812
-5.0200e-03,-0.0521875,-0.000646563
-5.0100e-03,-0.0470312,-0.000227813
-5.0000e-03,-0.0482812,-0.000321563
-4.9900e-03,-0.0515625,5.15625e-05
-4.9800e-03,-0.0546875,-0.000120313
-4.9700e-03,-0.0598438,-0.000142813
-4.9600e-03,-0.0603125,-0.000193438
-4.9500e-03,-0.0515625,-0.000559688
-4.9400e-03,-0.0334375,-2.125e-05
-4.9300e-03,-0.0589063,-0.000345938
-4.9200e-03,-0.055,0.000123125
-4.9100e-03,-0.0614062,0.0003275
-4.9000e-03,-0.0484375,5.9375e-05
-4.8900e-03,-0.0476562,-0.000445313
-4.8800e-03,-0.0553125,-0.0002675
-4.8700e-03,-0.0475,-0.000179688
-4.8600e-03,-0.0517188,-0.000140938
-4.8500e-03,-0.0475,0.00034125
-4.8400e-03,-0.0675,-0.00044625
-4.8300e-03,-0.0575,-6e-05
-4.8200e-03,-0.0496875,-0.00031625
-4.8100e-03,-0.0551563,-0.000361563
-4.8000e-03,-0.0534375,-7.5625e-05
-4.7900e-03,-0.0510938,-0.000192813
-4.7800e-03,-0.0615625,-0.000135313
-4.7700e-03,-0.0521875,-0.000571563
-4.7600e-03,-0.0578125,-0.000706875
-4.7500e-03,-0.0509375,-1.46875e-05
-4.7400e-03,-0.0535937,0.000249063
-4.7300e-03,-0.0479688,-0.000297188
-4.7200e-03,-0.0495312,-0.000175625
-4.7100e-03,-0.0703125,0.000137813
-4.7000e-03,-0.0575,-7.125e-05
-4.6900e-03,-0.06,0.0001575
-4.6800e-03,-0.046875,-0.000139062
-4.6700e-03,-0.0584375,-0.000697188
-4.6600e-03,-0.0575,-0.000525938
-4.6500e-03,-0.056875,-0.000536563
-4.6400e-03,-0.0545313,-0.0002125
-4.6300e-03,-0.0535937,0.00022625
-4.6200e-03,-0.0660938,-0.000363125
-4.6100e-03,-0.0629688,-0.000299063
-4.6000e-03,-0.0498438,-3.53125e-05
-4.5900e-03,-0.0520313,-2.5625e-05
-4.5800e-03,-0.0590625,-0.00065
-4.5700e-03,-0.0484375,-0.000104688
-4.5600e-03,-0.0589063,-0.000285313
-4.5500e-03,-0.0465625,-5.65625e-05
-4.5400e-03,-0.0475,-0.000150938
-4.5300e-03,-0.0585938,-0.000474063
-4.5200e-03,-0.0575,-7.78125e-05
-4.5100e-03,-0.060625,-3.03125e-05
-4.5000e-03,-0.0529687,-0.000215313
-4.4900e-03,-0.0645312,0.000154688
-4.4800e-03,-0.0554687,-2.96875e-05
-4.4700e-03,-0.0442188,0.000110938
-4.4600e-03,-0.0614062,0.0002475
-4.4500e-03,-0.0484375,-0.000419375
-4.4400e-03,-0.0553125,-2.78125e-05
-4.4300e-03,-0.05375,-0.000287813
-4.4200e-03,-0.0485938,-0.000426875
-4.4100e-03,-0.0617188,-6.3125e-05
-4.4000e-03,-0.0540625,-0.000269688
-4.3900e-03,-0.0570313,-0.000428125
-4.3800e-03,-0.0560937,0.000335938
-4.3700e-03,-0.05625,-0.000505938
-4.3600e-03,-0.0517188,-0.000375625
-4.3500e-03,-0.0596875,0.000156563
-4.3400e-03,-0.0510938,-0.000852188
-4.3300e-03,-0.0540625,-0.000250938
-4.3200e-03,-0.0565625,-7.59375e-05
-4.3100e-03,-0.0467188,-0.00041
-4.3000e-03,-0.05375,-0.000124375
-4.2900e-03,-0.06125,-0.000278438
-4.2800e-03,-0.0576563,0.000212188
-4.2700e-03,-0.05125,-0.000228125
-4.2600e-03,-0.0595313,-4.0625e-05
-4.2500e-03,-0.055625,-9.46875e-05
-4.2400e-03,-0.0610938,2.8125e-06
-4.2300e-03,-0.0670313,-0.000109688
-4.2200e-03,-0.0554687,-0.000178438
-4.2100e-03,-0.0498438,0.000332188
