Model,MDO4054-3
Firmware Version,2.20

Waveform Type,ANALOG,,
1.720000e-04,-0.055,-0.00162125,4.92427
1.730000e-04,-0.0576563,-0.00131625,4.92959
1.740000e-04,-0.068125,-0.0022725,4.93678
1.750000e-04,-0.0673438,-0.00125469,4.94053
1.760000e-04,-0.0682813,-0.0019425,4.94365
1.770000e-04,-0.0576563,-0.00163406,4.94552
1.780000e-04,-0.0598438,-0.00134125,4.95646
1.790000e-04,-0.0535937,-0.00197625,4.94365
1.800000e-04,-0.0542187,-0.00121563,4.9399
1.810000e-04,-0.0504687,-0.00202031,4.91834
1.820000e-04,-0.0421875,-0.00178156,4.93146
1.830000e-04,-0.0534375,-0.00148844,4.9774
1.840000e-04,-0.054375,-0.00201719,4.92303
1.850000e-04,-0.0632812,-0.0011075,4.93928
1.860000e-04,-0.05875,-0.00206344,4.94834
1.870000e-04,-0.0526563,-0.00156031,4.95959
1.880000e-04,-0.065,-0.00139531,4.94709
1.890000e-04,-0.0539063,-0.00236594,4.93771
1.900000e-04,-0.0484375,-0.00100594,4.94365
1.910000e-04,-0.0571875,-0.00214094,4.96271
1.920000e-04,-0.063125,-0.00120844,4.97053
1.930000e-04,-0.063125,-0.00143313,4.95334
1.940000e-04,-0.0496875,-0.00215875,4.94177
1.950000e-04,-0.0490625,-0.000914688,4.92615
1.960000e-04,-0.0542187,-0.00180156,4.98021
1.970000e-04,-0.05375,-0.00157625,4.92959
1.980000e-04,-0.060625,-0.00122469,4.95552
1.990000e-04,-0.0625,-0.002095,4.9524
2.000000e-04,-0.0532813,-0.00126188,4.94865
2.010000e-04,-0.0596875,-0.0017075,4.96053
2.020000e-04,-0.053125,-0.00173719,4.93584
2.030000e-04,-0.0598438,-0.00157125,4.95053
2.040000e-04,-0.0535937,-0.00153188,4.93959
2.050000e-04,-0.0548437,-0.00148375,4.95896
2.060000e-04,-0.0592188,-0.00158625,4.94771
2.070000e-04,-0.0573437,-0.00166438,4.9524
2.080000e-04,-0.0614062,-0.001345,4.94021
2.090000e-04,-0.0579687,-0.00158813,4.94709
2.100000e-04,-0.0532813,-0.00148906,4.96521
2.110000e-04,-0.0615625,-0.00179094,4.94771
2.120000e-04,-0.0592188,-0.00171188,4.93928
2.130000e-04,-0.058125,-0.00160219,4.95146
2.140000e-04,-0.0715625,-0.00180719,4.95084
2.150000e-04,-0.0621875,-0.00128563,4.91553
2.160000e-04,-0.0571875,-0.00191031,4.96053
2.170000e-04,-0.0509375,-0.0016375,4.96896
2.180000e-04,-0.0534375,-0.00135906,4.95084
2.190000e-04,-0.0651562,-0.00216781,4.94021
2.200000e-04,-0.055625,-0.000778438,4.94928
2.210000e-04,-0.06375,-0.00217563,4.94303
2.220000e-04,-0.0632812,-0.00143875,4.96803
2.230000e-04,-0.0620312,-0.00147375,4.95865
2.240000e-04,-0.0609375,-0.00229563,4.94365
2.250000e-04,-0.0657812,-0.00093625,4.9424
2.260000e-04,-0.0559375,-0.00201188,4.93146
2.270000e-04,-0.065625,-0.00184969,4.95552
2.280000e-04,-0.0553125,-0.00150031,4.96115
2.290000e-04,-0.0565625,-0.0019925,4.9374
2.300000e-04,-0.050625,-0.00151813,4.96552
2.310000e-04,-0.0595313,-0.00177969,4.95678
2.320000e-04,-0.0601562,-0.00148875,4.95896
2.330000e-04,-0.0539063,-0.00151875,4.97209
2.340000e-04,-0.06375,-0.0017325,4.92771
2.350000e-04,-0.0703125,-0.00135188,4.93865
2.360000e-04,-0.05375,-0.00201875,4.96334
2.370000e-04,-0.04875,-0.00146313,4.9324
2.380000e-04,-0.0514063,-0.00156,4.95177
2.390000e-04,-0.0570313,-0.0020175,4.97084
2.400000e-04,-0.0657812,-0.00103812,4.94615
2.410000e-04,-0.05625,-0.00210313,4.95115
2.420000e-04,-0.0523437,-0.00136625,4.93271
2.430000e-04,-0.0579687,-0.00131625,4.92646
2.440000e-04,-0.0578125,-0.00187531,4.91928
2.450000e-04,-0.0507812,-0.00161531,4.94896
2.460000e-04,-0.0567187,-0.00188594,4.91709
2.470000e-04,-0.0620312,-0.00170531,4.94552
2.480000e-04,-0.0578125,-0.00116531,4.9324
2.490000e-04,-0.058125,-0.00229188,4.96396
2.500000e-04,-0.0573437,-0.00132531,4.94053
2.510000e-04,-0.0676563,-0.00154656,4.93834
2.520000e-04,-0.0614062,-0.00220219,4.93178
2.530000e-04,-0.0634375,-0.000888125,4.93396
2.540000e-04,-0.06625,-0.00219281,4.95428
2.550000e-04,-0.0603125,-0.00172469,4.92427
2.560000e-04,-0.0654688,-0.00147531,4.93334
2.570000e-04,-0.0617188,-0.00221625,4.94365
2.580000e-04,-0.0625,-0.00137094,4.93521
2.590000e-04,-0.0639062,-0.0019225,4.92178
2.600000e-04,-0.0639062,-0.00150906,4.93146
2.610000e-04,-0.0620312,-0.00136219,4.9349
2.620000e-04,-0.0603125,-0.00242031,4.94146
2.630000e-04,-0.054375,-0.001125,4.94928
2.640000e-04,-0.0585938,-0.00180781,4.92521
2.650000e-04,-0.069375,-0.00159156,4.93959
2.660000e-04,-0.0578125,-0.00139813,4.97302
2.670000e-04,-0.075625,-0.00190719,4.9399
2.680000e-04,-0.056875,-0.00163656,4.93802
2.690000e-04,-0.0614062,-0.00175281,4.95615
2.700000e-04,-0.0620312,-0.0017875,4.97021
2.710000e-04,-0.0584375,-0.00169531,4.96615
2.720000e-04,-0.0585938,-0.00208,4.93865
2.730000e-04,-0.0601562,-0.00183094,4.95209
2.740000e-04,-0.0654688,-0.0015325,4.93584
2.750000e-04,-0.0501562,-0.00152156,4.95771
2.760000e-04,-0.0545313,-0.00138219,4.96084
2.770000e-04,-0.0514063,-0.001655,4.94021
2.780000e-04,-0.056875,-0.00190844,4.94146
2.790000e-04,-0.0609375,-0.00128594,4.9399
2.800000e-04,-0.0646875,-0.00197938,4.92959
2.810000e-04,-0.0782812,-0.00128156,4.94459
2.820000e-04,-0.0703125,-0.00160938,4.94928
2.830000e-04,-0.0590625,-0.00194906,4.96365
2.840000e-04,-0.0629688,-0.00135688,4.94427
2.850000e-04,-0.0539063,-0.00203844,4.94459
2.860000e-04,-0.0660938,-0.00144313,4.97646
2.870000e-04,-0.0542187,-0.00135,4.96709
2.880000e-04,-0.0654688,-0.00183031,4.9349
2.890000e-04,-0.068125,-0.00121625,4.92021
2.900000e-04,-0.06125,-0.00175875,4.93553
2.910000e-04,-0.0503125,-0.00159875,4.95334
2.920000e-04,-0.0585938,-0.00168938,4.96209
2.930000e-04,-0.0676563,-0.00143656,4.95209
2.940000e-04,-0.0559375,-0.00159531,4.95896
2.950000e-04,-0.0535937,-0.00162594,4.93052
2.960000e-04,-0.0567187,-0.0014475,4.95115
2.970000e-04,-0.0559375,-0.00163531,4.94459
2.980000e-04,-0.0582813,-0.00174281,4.97865
2.990000e-04,-0.0678125,-0.00150313,4.96365
3.000000e-04,-0.0501562,-0.00193688,4.94177
3.010000e-04,-0.053125,-0.00147688,4.96521
3.020000e-04,-0.0654688,-0.00144813,4.94334
3.030000e-04,-0.0625,-0.001795,4.96146
3.040000e-04,-0.0584375,-0.00123875,4.91803
3.050000e-04,-0.0695313,-0.00187781,4.95084
3.060000e-04,-0.0578125,-0.00173188,4.95552
3.070000e-04,-0.0565625,-0.00143688,4.93334
3.080000e-04,-0.04625,-0.0022375,4.94646
3.090000e-04,-0.055,-0.00130594,4.96646
3.100000e-04,-0.0721875,-0.00162281,4.93146
3.110000e-04,-0.0575,-0.00181625,4.93771
3.120000e-04,-0.0514063,-0.00147438,4.94584
3.130000e-04,-0.0585938,-0.00203031,4.92615
3.140000e-04,-0.061875,-0.0014825,4.96146
3.150000e-04,-0.0615625,-0.00158531,4.94427
3.160000e-04,-0.0628125,-0.00150688,4.92802
3.170000e-04,-0.0421875,-0.00131219,4.9199
3.180000e-04,-0.0592188,-0.00185031,4.9699
3.190000e-04,-0.0573437,-0.00124625,4.95303
3.200000e-04,-0.0567187,-0.00164406,4.94678
3.210000e-04,-0.0579687,-0.00154781,4.95115
3.220000e-04,-0.0603125,-0.00142281,4.92209
3.230000e-04,-0.0510938,-0.00203031,4.9274
3.240000e-04,-0.0576563,-0.00130938,4.94303
3.250000e-04,-0.0553125,-0.00173469,4.90302
3.260000e-04,-0.068125,-0.00125313,4.91459
3.270000e-04,-0.0617188,-0.00147219,4.94334
3.280000e-04,-0.0621875,-0.00185844,4.95771
3.290000e-04,-0.0576563,-0.00134344,4.94053
3.300000e-04,-0.0628125,-0.00183531,4.96303
3.310000e-04,-0.0553125,-0.00117719,4.9374
3.320000e-04,-0.065,-0.00166719,4.93771
3.330000e-04,-0.0532813,-0.00195375,4.94678
3.340000e-04,-0.0560937,-0.00103344,4.95053
3.350000e-04,-0.0678125,-0.00231906,4.95177
3.360000e-04,-0.0509375,-0.0011475,4.95678
3.370000e-04,-0.0539063,-0.0017475,4.95646
3.380000e-04,-0.059375,-0.00171844,4.9449
3.390000e-04,-0.055625,-0.00137469,4.93553
3.400000e-04,-0.0632812,-0.00172938,4.98302
3.410000e-04,-0.06125,-0.00125656,4.96959
3.420000e-04,-0.0473438,-0.0017625,4.93021
3.430000e-04,-0.056875,-0.00168844,4.94928
3.440000e-04,-0.0645312,-0.00121156,4.96552
3.450000e-04,-0.060625,-0.00235031,4.95709
3.460000e-04,-0.0676563,-0.00111813,4.95396
3.470000e-04,-0.0523437,-0.00213313,4.97771
3.480000e-04,-0.0610938,-0.0017525,4.95834
3.490000e-04,-0.0575,-0.00105875,4.95459
3.500000e-04,-0.0604688,-0.00220375,4.97552
3.510000e-04,-0.0501562,-0.00133031,4.96396
3.520000e-04,-0.0696875,-0.00134,4.94021
3.530000e-04,-0.0529687,-0.001745,4.94802
3.540000e-04,-0.0509375,-0.00139094,4.96552
3.550000e-04,-0.0579687,-0.00184,4.96865
3.560000e-04,-0.0503125,-0.00148188,4.97771
3.570000e-04,-0.0592188,-0.00157656,4.95177
3.580000e-04,-0.0603125,-0.00182313,4.93802
3.590000e-04,-0.0585938,-0.00130344,4.94646
3.600000e-04,-0.0565625,-0.00207406,4.95552
3.610000e-04,-0.0551563,-0.00146,4.94271
3.620000e-04,-0.0548437,-0.00142375,4.95896
3.630000e-04,-0.0695313,-0.00205688,4.94896
3.640000e-04,-0.0684375,-0.00133625,4.94334
3.650000e-04,-0.0584375,-0.00201375,4.92646
3.660000e-04,-0.0553125,-0.00153313,4.9224
3.670000e-04,-0.0503125,-0.00193531,4.94928
3.680000e-04,-0.06375,-0.00160594,4.93928
3.690000e-04,-0.0639062,-0.0013225,4.93959
3.700000e-04,-0.06,-0.00184688,4.95896
3.710000e-04,-0.0585938,-0.00124844,4.96084
3.720000e-04,-0.0551563,-0.00226531,4.9249
3.730000e-04,-0.0575,-0.00127594,4.95521
3.740000e-04,-0.0578125,-0.00167156,4.9274
3.750000e-04,-0.0471875,-0.00213813,4.97146
3.760000e-04,-0.0625,-0.00127281,4.95959
3.770000e-04,-0.0476562,-0.00202375,4.94334
3.780000e-04,-0.05,-0.00167188,4.94896
3.790000e-04,-0.060625,-0.00150688,4.93365
3.800000e-04,-0.0551563,-0.00196969,4.92928
3.810000e-04,-0.0609375,-0.00105281,4.95709
3.820000e-04,-0.0509375,-0.00215688,4.93646
3.830000e-04,-0.0515625,-0.000995313,4.97053
3.840000e-04,-0.068125,-0.00181469,4.95865
3.850000e-04,-0.060625,-0.00178625,4.92052
3.860000e-04,-0.0596875,-0.00147844,4.95521
3.870000e-04,-0.0571875,-0.0021475,4.96803
3.880000e-04,-0.0657812,-0.00109875,4.9524
3.890000e-04,-0.0623438,-0.00188719,4.94896
3.900000e-04,-0.0575,-0.00167,4.93334
3.910000e-04,-0.0703125,-0.00134188,4.95209
3.920000e-04,-0.0554687,-0.00219844,4.97896
3.930000e-04,-0.0710937,-0.00114969,4.93178
3.940000e-04,-0.0621875,-0.00175813,4.93709
3.950000e-04,-0.0578125,-0.00182,4.92646
3.960000e-04,-0.0579687,-0.00128281,4.93584
3.970000e-04,-0.0575,-0.00177063,4.9249
3.980000e-04,-0.0564063,-0.00153125,4.95271
3.990000e-04,-0.059375,-0.00149969,4.93365
4.000000e-04,-0.0640625,-0.00203656,4.9549
4.010000e-04,-0.0467188,-0.00116094,4.92834
4.020000e-04,-0.0415625,-0.00163125,4.95177
4.030000e-04,-0.0634375,-0.00133563,4.93271
4.040000e-04,-0.0523437,-0.00141906,4.91834
4.050000e-04,-0.0717187,-0.00150781,4.93303
4.060000e-04,-0.05625,-0.00157375,4.92052
4.070000e-04,-0.0607812,-0.00151969,4.94146
4.080000e-04,-0.0582813,-0.001525,4.9324
4.090000e-04,-0.06125,-0.00151094,4.9449
4.100000e-04,-0.06125,-0.00156625,4.9599
4.110000e-04,-0.0521875,-0.00150375,4.9549
4.120000e-04,-0.0595313,-0.00159969,4.94552
4.130000e-04,-0.0534375,-0.00153406,4.96771
4.140000e-04,-0.0614062,-0.00139281,4.9524
4.150000e-04,-0.0545313,-0.00144531,4.95771
4.160000e-04,-0.0529687,-0.00152344,4.9449
4.170000e-04,-0.0559375,-0.00156125,4.95678
4.180000e-04,-0.0557813,-0.00156625,4.95865
4.190000e-04,-0.0557813,-0.00141406,4.95021
4.200000e-04,-0.0670313,-0.00160969,4.97709
4.210000e-04,-0.0589063,-0.00142031,4.94834
4.220000e-04,-0.0678125,-0.00152469,4.96209
4.230000e-04,-0.0625,-0.001505,4.94115
4.240000e-04,-0.066875,-0.0015675,4.95428
4.250000e-04,-0.0545313,-0.00152656,4.95459
4.260000e-04,-0.0640625,-0.0014475,4.9549
4.270000e-04,-0.0546875,-0.001475,4.95053
4.280000e-04,-0.0626562,-0.00152375,4.95271
4.290000e-04,-0.060625,-0.00142844,4.96646
4.300000e-04,-0.045625,-0.00155719,4.96865
4.310000e-04,-0.05875,-0.00160563,4.9474
4.320000e-04,-0.064375,-0.00158938,4.94552
4.330000e-04,-0.0510938,-0.001505,4.97521
4.340000e-04,-0.0573437,-0.00146625,4.97365
4.350000e-04,-0.0707813,-0.00149781,4.95365
4.360000e-04,-0.0609375,-0.00139656,4.97677
4.370000e-04,-0.0660938,-0.0015575,4.94584
4.380000e-04,-0.0567187,-0.00156938,4.94928
4.390000e-04,-0.0473438,-0.00159063,4.96271
4.400000e-04,-0.0603125,-0.00157281,4.94802
4.410000e-04,-0.0615625,-0.00155063,4.9449
4.420000e-04,-0.0582813,-0.00144188,4.93865
4.430000e-04,-0.0578125,-0.00152063,4.92959
4.440000e-04,-0.0575,-0.00149813,4.94396
4.450000e-04,-0.058125,-0.00143844,4.93334
4.460000e-04,-0.0551563,-0.0014625,4.92928
4.470000e-04,-0.0567187,-0.00148875,4.9424
4.480000e-04,-0.065,-0.001645,4.94334
4.490000e-04,-0.065625,-0.00142031,4.94646
4.500000e-04,-0.0621875,-0.00153438,4.95021
4.510000e-04,-0.05375,-0.00148188,4.9474
4.520000e-04,-0.0584375,-0.00151344,4.95552
4.530000e-04,-0.05125,-0.00156031,4.94021
4.540000e-04,-0.0614062,-0.00136906,4.9749
4.550000e-04,-0.055,-0.0015525,4.9274
4.560000e-04,-0.0653125,-0.00152156,4.94615
4.570000e-04,-0.0682813,-0.00147875,4.91615
4.580000e-04,-0.065,-0.00154188,4.96021
4.590000e-04,-0.064375,-0.00155375,4.94427
4.600000e-04,-0.05125,-0.0015875,4.93052
4.610000e-04,-0.0554687,-0.00164094,4.93959
4.620000e-04,-0.0685937,-0.00164781,4.9624
4.630000e-04,-0.0525,-0.00144094,4.94365
4.640000e-04,-0.0628125,-0.00144625,4.93709
4.650000e-04,-0.0492188,-0.00150875,4.93052
4.660000e-04,-0.0528125,-0.00159594,4.94834
4.670000e-04,-0.056875,-0.00158125,4.92209
4.680000e-04,-0.0528125,-0.00144594,4.92115
4.690000e-04,-0.05625,-0.00150594,4.96834
4.700000e-04,-0.0628125,-0.00150188,4.94521
4.710000e-04,-0.0482812,-0.0015175,4.96927
4.720000e-04,-0.0659375,-0.00150438,4.96584
4.730000e-04,-0.0546875,-0.00158594,4.92896
4.740000e-04,-0.0575,-0.00160906,4.95584
4.750000e-04,-0.0625,-0.00151625,4.94303
4.760000e-04,-1.42516,-0.00133188,4.92396
4.770000e-04,0.450781,-0.000835313,4.92709
4.780000e-04,0.811875,-0.00243656,4.95084
4.790000e-04,-1.16969,-0.00380875,4.94928
4.800000e-04,0.714219,-0.00451156,4.94365
4.810000e-04,-0.741094,-0.00495,4.92303
4.820000e-04,0.603437,-0.00589125,4.95459
4.830000e-04,-0.973281,-0.00661344,4.91677
4.840000e-04,0.992344,-0.00774594,4.94115
4.850000e-04,-1.35234,-0.00807219,4.93928
4.860000e-04,1.29859,-0.00889938,4.92427
4.870000e-04,-1.59359,-0.00932,4.9274
4.880000e-04,1.60625,-0.00980656,4.95271
4.890000e-04,-1.71609,-0.0106191,4.93052
4.900000e-04,1.64141,-0.0109334,4.95459
4.910000e-04,-1.67563,-0.0112022,4.94802
4.920000e-04,1.63469,-0.0112203,4.93521
4.930000e-04,-1.78,-0.0113725,4.94209
4.940000e-04,1.68641,-0.0114038,4.97115
4.950000e-04,-1.78797,-0.0114081,4.96771
4.960000e-04,1.72953,-0.0114253,4.95271
4.970000e-04,-1.75531,-0.0114109,4.94021
4.980000e-04,0.188594,-0.0112863,4.96271
4.990000e-04,-0.0178125,-0.0113191,4.9449
5.000000e-04,0.00390625,-0.0112431,4.9424
5.010000e-04,0.0407813,-0.0113125,4.96428
5.020000e-04,0.0464062,-0.0113075,4.96646
5.030000e-04,0.0648437,-0.0112981,4.97053
5.040000e-04,0.0478125,-0.0112978,4.94427
5.050000e-04,0.0753125,-0.0112997,4.92865
5.060000e-04,0.07,-0.0112278,4.91459
5.070000e-04,0.0803125,-0.0108772,4.94959
5.080000e-04,0.08625,-0.00897938,4.97365
5.090000e-04,0.0898438,-0.00652625,4.9449
5.100000e-04,0.0795312,-0.00474375,4.96646
5.110000e-04,0.0925,-0.00450438,4.96115
5.120000e-04,0.0882812,-0.00569313,4.94928
5.130000e-04,0.0910938,-0.00695188,4.9349
5.140000e-04,0.07,-0.00699688,4.96709
5.150000e-04,0.075,-0.006945,4.94584
5.160000e-04,0.0826563,-0.00710406,4.94615
5.170000e-04,0.0839063,-0.00709031,4.96021
5.180000e-04,0.0928125,-0.00701063,4.95459
5.190000e-04,0.0785938,-0.00693688,4.93584
5.200000e-04,0.0695313,-0.00705531,4.94521
5.210000e-04,0.0809375,-0.006945,4.92865
5.220000e-04,0.0703125,-0.00703781,4.93052
5.230000e-04,0.0790625,-0.00694469,4.97396
5.240000e-04,0.0775,-0.0071025,4.96084
5.250000e-04,0.079375,-0.00711438,4.97084
5.260000e-04,0.079375,-0.00714813,4.95115
5.270000e-04,0.0576562,-0.00701969,4.96334
5.280000e-04,0.0682813,-0.00698375,4.93271
5.290000e-04,0.0834375,-0.00697219,4.96584
5.300000e-04,0.0715625,-0.00705188,4.93021
5.310000e-04,0.0621875,-0.00704813,4.95177
5.320000e-04,0.0709375,-0.0070775,4.93365
5.330000e-04,0.0545313,-0.00698875,4.94459
5.340000e-04,0.0534375,-0.00704156,4.96053
5.350000e-04,0.0604688,-0.00698344,4.93178
5.360000e-04,0.0553125,-0.0070125,4.92959
5.370000e-04,0.0632812,-0.0070075,4.98178
5.380000e-04,0.0714063,-0.00709094,4.95959
5.390000e-04,0.0504687,-0.00707656,4.93678
5.400000e-04,0.0628125,-0.00704344,4.9349
5.410000e-04,0.0657812,-0.00702656,4.9524
5.420000e-04,0.0610938,-0.00719844,4.93365
5.430000e-04,0.0604688,-0.00708594,4.9449
5.440000e-04,0.0676563,-0.00693188,4.93521
5.450000e-04,0.056875,-0.00691188,4.9374
5.460000e-04,0.0659375,-0.00691906,4.94084
5.470000e-04,0.0428125,-0.0069,4.92146
5.480000e-04,0.0470312,-0.00701938,4.97334
5.490000e-04,0.073125,-0.00704906,4.9249
5.500000e-04,0.053125,-0.00709031,4.92865
5.510000e-04,0.046875,-0.00707,4.93834
5.520000e-04,0.0571875,-0.00703,4.93021
5.530000e-04,0.0439062,-0.00711969,4.93271
5.540000e-04,0.0584375,-0.00697594,4.95584
5.550000e-04,0.0515625,-0.00696094,4.9499
5.560000e-04,0.040625,-0.00685313,4.94771
5.570000e-04,0.0629688,-0.00708906,4.9399
5.580000e-04,0.0490625,-0.00706031,4.95209
5.590000e-04,0.0401563,-0.00696344,4.94896
5.600000e-04,0.0498437,-0.00708625,4.9574
5.610000e-04,0.054375,-0.0069425,4.96177
5.620000e-04,0.0521875,-0.00700656,4.94896
5.630000e-04,0.0517187,-0.00706688,4.96303
5.640000e-04,0.053125,-0.0068675,4.98178
5.650000e-04,0.0235938,-0.006935,4.94615
5.660000e-04,0.0332812,-0.00687219,4.95177
5.670000e-04,0.0470312,-0.00695625,4.9624
5.680000e-04,0.0328125,-0.00710281,4.97209
5.690000e-04,0.0425,-0.0071,4.97365
5.700000e-04,0.0440625,-0.00707813,4.95771
5.710000e-04,0.0415625,-0.00700313,4.9349
5.720000e-04,0.0401563,-0.00705969,4.95428
5.730000e-04,0.03625,-0.00696844,4.95927
5.740000e-04,0.0389063,-0.00702656,4.97053
5.750000e-04,0.0498437,-0.00695531,4.95584
5.760000e-04,0.0407813,-0.00693438,4.94271
5.770000e-04,0.0620312,-0.00699625,4.92209
5.780000e-04,0.0379687,-0.00702938,4.95459
5.790000e-04,0.0301562,-0.00701844,4.96646
5.800000e-04,0.0267188,-0.00711656,4.95271
5.810000e-04,0.031875,-0.00707438,4.96146
5.820000e-04,0.035625,-0.00700969,4.93802
5.830000e-04,0.03,-0.00703813,4.95177
5.840000e-04,0.0390625,-0.0069175,4.95459
5.850000e-04,0.0254688,-0.00695563,4.96115
5.860000e-04,0.0376563,-0.0070675,4.95146
5.870000e-04,0.0326562,-0.00698969,4.94459
5.880000e-04,0.0310937,-0.00701563,4.9599
5.890000e-04,0.0328125,-0.0070675,4.9499
5.900000e-04,0.02375,-0.00708313,4.95053
5.910000e-04,0.0217187,-0.00706969,4.93771
5.920000e-04,0.04,-0.00703188,4.94334
5.930000e-04,0.0265625,-0.0069875,4.94084
5.940000e-04,0.0276563,-0.00709719,4.94802
5.950000e-04,0.0310937,-0.00695563,4.93209
5.960000e-04,0.05,-0.00701938,4.95334
5.970000e-04,0.0209375,-0.00701313,4.92178
5.980000e-04,0.0265625,-0.00694656,4.95552
5.990000e-04,0.0289062,-0.00687625,4.93959
6.000000e-04,0.0170313,-0.00698406,4.93553
6.010000e-04,0.0320312,-0.00700094,4.94303
6.020000e-04,0.0314062,-0.00692656,4.9549
6.030000e-04,0.0223437,-0.00690469,4.94459
6.040000e-04,0.02375,-0.00691531,4.95271
6.050000e-04,0.0123437,-0.00699594,4.93396
6.060000e-04,0.0171875,-0.00697781,4.95209
6.070000e-04,0.0260938,-0.00702719,4.96146
6.080000e-04,0.0314062,-0.00713406,4.94396
6.090000e-04,0.0225,-0.00703719,4.96021
6.100000e-04,0.029375,-0.0070575,4.92334
6.110000e-04,0.0204687,-0.00694906,4.94334
6.120000e-04,0.0376563,-0.00693,4.94053
6.130000e-04,0.0265625,-0.0070625,4.95709
6.140000e-04,0.024375,-0.00685875,4.91928
6.150000e-04,0.0296875,-0.00689156,4.97521
6.160000e-04,0.0375,-0.00691875,4.95615
6.170000e-04,0.0323438,-0.00694844,4.91178
6.180000e-04,0.0359375,-0.00690406,4.93146
6.190000e-04,0.028125,-0.00685594,4.94084
6.200000e-04,0.023125,-0.00698969,4.94021
6.210000e-04,0.009375,-0.0069325,4.93334
6.220000e-04,0.030625,-0.00703438,4.92646
6.230000e-04,0.0253125,-0.00696063,4.93959
6.240000e-04,0.011875,-0.00699438,4.95271
6.250000e-04,0.03,-0.00694656,4.93334
6.260000e-04,0.0253125,-0.0069875,4.92365
6.270000e-04,0.025,-0.00696281,4.97677
6.280000e-04,0.0271875,-0.00690031,4.95678
6.290000e-04,0.0251563,-0.00703938,4.92459
6.300000e-04,0.0135937,-0.00696813,4.93052
6.310000e-04,0.0109375,-0.00705656,4.93771
6.320000e-04,0.0246875,-0.0069525,4.93865
6.330000e-04,0.0185938,-0.00704531,4.93896
6.340000e-04,0.018125,-0.0069425,4.95709
6.350000e-04,0.0145312,-0.00696094,4.94365
6.360000e-04,0.0109375,-0.00689906,4.96115
6.370000e-04,0.0126562,-0.00696219,4.92334
6.380000e-04,0.0321875,-0.00692344,4.95646
6.390000e-04,0.0198438,-0.00695594,4.93928
6.400000e-04,0.0201562,-0.00704969,4.95865
