Model,MDO4054-3
Firmware Version,2.20

Waveform Type,ANALOG,
-9.6100e-03,-0.0521875,-0.000423438
-9.6000e-03,-0.0446875,-7.40625e-05
-9.5900e-03,-0.0482812,-7.53125e-05
-9.5800e-03,-0.0470312,3.25e-05
-9.5700e-03,-0.0576563,-0.000570625
-9.5600e-03,-0.0478125,-0.000100938
-9.5500e-03,-0.0685937,-0.000414063
-9.5400e-03,-0.0570313,-0.000614687
-9.5300e-03,-0.0514063,-0.000377813
-9.5200e-03,-0.0639062,9.59375e-05
-9.5100e-03,-0.05875,-3.3125e-05
-9.5000e-03,-0.0567187,2.625e-05
-9.4900e-03,-0.05,-0.000234688
-9.4800e-03,-0.0557813,-1.0625e-05
-9.4700e-03,-0.0595313,-4.34375e-05
-9.4600e-03,-0.0576563,-0.000209688
-9.4500e-03,-0.0409375,-0.000104688
-9.4400e-03,-0.0696875,0.000385313
-9.4300e-03,-0.0595313,0.00014
-9.4200e-03,-0.049375,0.00080625
-9.4100e-03,-0.0585938,0.000335313
-9.4000e-03,-0.049375,-5.3125e-05
-9.3900e-03,-0.0482812,-0.000571563
-9.3800e-03,-0.054375,-0.000274688
-9.3700e-03,-0.0617188,-2.3125e-05
-9.3600e-03,-0.0546875,-0.000822188
-9.3500e-03,-0.0476562,-0.000552813
-9.3400e-03,-0.0470312,5.4375e-05
-9.3300e-03,-0.0651562,-0.000438125
-9.3200e-03,-0.0525,0.000296875
-9.3100e-03,-0.0529687,3.4375e-05
-9.3000e-03,-0.043125,0.00025125
-9.2900e-03,-0.0529687,-0.000399063
-9.2800e-03,-0.059375,0.000219063
-9.2700e-03,-0.05,5.6875e-05
-9.2600e-03,-0.0534375,-0.00027875
-9.2500e-03,-0.0590625,-0.000381875
-9.2400e-03,-0.060625,4.0625e-05
-9.2300e-03,-0.0598438,-0.00026625
-9.2200e-03,-0.0554687,-0.00071875
-9.2100e-03,-0.0703125,-0.00014125
-9.2000e-03,-0.0554687,5.28125e-05
-9.1900e-03,-0.0553125,0.00017875
-9.1800e-03,-0.05,5.78125e-05
-9.1700e-03,-0.0575,0.000723125
-9.1600e-03,-0.0542187,0.000127188
-9.1500e-03,-0.0520313,8.9375e-05
-9.1400e-03,-0.056875,0.000240313
-9.1300e-03,-0.0510938,0.000161563
-9.1200e-03,-0.05625,0.00034
-9.1100e-03,-0.0514063,-0.000510625
-9.1000e-03,-0.0578125,-4.25e-05
-9.0900e-03,-0.0539063,-0.000180625
-9.0800e-03,-0.0507812,-0.000234688
-9.0700e-03,-0.0551563,-0.000248438
-9.0600e-03,-0.0548437,-0.00040625
-9.0500e-03,-0.0621875,-0.000290938
-9.0400e-03,-0.0546875,-0.000681875
-9.0300e-03,-0.04625,-0.000668438
-9.0200e-03,-0.0565625,-0.000603438
-9.0100e-03,-0.0573437,-0.000220625
-9.0000e-03,-0.0484375,0.000404375
-8.9900e-03,-0.0479688,-9.375e-06
-8.9800e-03,-0.0517188,0.000139688
-8.9700e-03,-0.050625,-2.8125e-05
-8.9600e-03,-0.0571875,-0.000500938
-8.9500e-03,-0.0589063,-0.000119688
-8.9400e-03,-0.0585938,6.21875e-05
-8.9300e-03,-0.0428125,-0.00064
-8.9200e-03,-0.0526563,-0.000459375
-8.9100e-03,-0.063125,0.000223125
-8.9000e-03,-0.0582813,-0.000724688
-8.8900e-03,-0.050625,0.000396875
-8.8800e-03,-0.065,0.000761875
-8.8700e-03,-0.059375,0.000695313
-8.8600e-03,-0.0615625,-0.00021625
-8.8500e-03,-0.0690625,0.000195938
-8.8400e-03,-0.0492188,-0.000193438
-8.8300e-03,-0.0496875,-0.00090625
-8.8200e-03,-0.0576563,-0.000178125
-8.8100e-03,-0.0560937,-0.0006275
-8.8000e-03,-0.04375,-0.000200938
-8.7900e-03,-0.0621875,-0.000578125
-8.7800e-03,-0.0614062,2.875e-05
-8.7700e-03,-0.0521875,-0.000439688
-8.7600e-03,-0.050625,0.000245
-8.7500e-03,-0.0567187,0.000315938
-8.7400e-03,-0.05125,-0.000466875
-8.7300e-03,-0.0623438,-0.000444688
-8.7200e-03,-0.0532813,0.00050125
-8.7100e-03,-0.06,0.0002475
-8.7000e-03,-0.055,-0.00082625
-8.6900e-03,-0.0401563,-0.00073875
-8.6800e-03,-0.048125,-0.000648125
-8.6700e-03,-0.058125,-0.0010425
-8.6600e-03,-0.059375,-0.000927813
-8.6500e-03,-0.044375,-0.000214688
-8.6400e-03,-0.056875,5.1875e-05
-8.6300e-03,-0.0573437,0.0008425
-8.6200e-03,-0.05875,0.000147188
-8.6100e-03,-0.05375,0.000783438
-8.6000e-03,-0.0725,-0.000234063
-8.5900e-03,-0.05625,-0.000304687
-8.5800e-03,-0.0526563,9.40625e-05
-8.5700e-03,-0.0525,-0.000705625
-8.5600e-03,-0.05875,-0.000221563
-8.5500e-03,-0.0460938,-0.000790313
-8.5400e-03,-0.0465625,-0.000765625
-8.5300e-03,-0.0551563,0.000165313
-8.5200e-03,-0.0446875,-0.000702813
-8.5100e-03,-0.0632812,-0.000779063
-8.5000e-03,-0.0576563,-0.000205625
-8.4900e-03,-0.0610938,-0.000373438
-8.4800e-03,-0.06125,-9.8125e-05
-8.4700e-03,-0.0567187,-0.00062
-8.4600e-03,-0.0434375,-0.000548438
-8.4500e-03,-0.0467188,-0.000412188
-8.4400e-03,-0.0528125,1.625e-05
-8.4300e-03,-0.0540625,-1.21875e-05
-8.4200e-03,-0.0467188,-0.000235625
-8.4100e-03,-0.0559375,-0.000139688
-8.4000e-03,-0.0439063,-0.000219375
-8.3900e-03,-0.0653125,-3.75e-06
-8.3800e-03,-0.0484375,-0.000148125
-8.3700e-03,-0.061875,-0.000623125
-8.3600e-03,-0.0496875,-0.000780625
-8.3500e-03,-0.0542187,-0.000375625
-8.3400e-03,-0.0475,-0.000202813
-8.3300e-03,-0.0598438,-0.000386563
-8.3200e-03,-0.0415625,-0.000323438
-8.3100e-03,-0.0614062,0.000258125
-8.3000e-03,-0.0614062,-0.000353438
-8.2900e-03,-0.0614062,0.000238438
-8.2800e-03,-0.0539063,-0.000669063
-8.2700e-03,-0.0617188,-0.000530938
-8.2600e-03,-0.0554687,-0.000101563
-8.2500e-03,-0.0514063,-0.000335313
-8.2400e-03,-0.0598438,-0.000412188
-8.2300e-03,-0.0571875,-0.000553438
-8.2200e-03,-0.0623438,-0.000644375
-8.2100e-03,-0.0567187,-0.000809063
-8.2000e-03,-0.0476562,-0.000284688
-8.1900e-03,-0.0482812,0.000194375
-8.1800e-03,-0.06,0.000749375
-8.1700e-03,-0.055,2.21875e-05
-8.1600e-03,-0.0675,-0.000155938
-8.1500e-03,-0.0567187,-0.000287188
-8.1400e-03,-0.0429688,-0.000502188
-8.1300e-03,-0.0654688,-0.0004625
-8.1200e-03,-0.0429688,-0.0005125
-8.1100e-03,-0.0592188,-0.000997188
-8.1000e-03,-0.0525,-0.00118969
-8.0900e-03,-0.056875,-0.000921875
-8.0800e-03,-0.0529687,-3.15625e-05
-8.0700e-03,-0.0564063,-0.000405625
-8.0600e-03,-0.0520313,-0.000133438
-8.0500e-03,-0.0567187,-0.000382813
-8.0400e-03,-0.0559375,-0.000368125
-8.0300e-03,-0.04875,-0.000227188
-8.0200e-03,-0.0551563,-0.0001925
-8.0100e-03,-0.0585938,-0.000298438
-8.0000e-03,-0.0514063,-0.000271875
-7.9900e-03,-0.0392187,-0.000290313
-7.9800e-03,-0.0510938,8.1875e-05
-7.9700e-03,-0.0473438,-0.00108594
-7.9600e-03,-0.0554687,-0.000969688
-7.9500e-03,-0.0525,-0.000826875
-7.9400e-03,-0.0526563,-0.00022375
-7.9300e-03,-0.0340625,-0.000338438
-7.9200e-03,-0.0607812,-1.59375e-05
-7.9100e-03,-0.0454688,0.000169688
-7.9000e-03,-0.0657812,9.46875e-05
-7.8900e-03,-0.0567187,0.0007125
-7.8800e-03,-0.0476562,0.000285
-7.8700e-03,-0.051875,8.71875e-05
-7.8600e-03,-0.0589063,-0.000256563
-7.8500e-03,-0.0492188,8.5625e-05
-7.8400e-03,-0.0532813,0.000595938
-7.8300e-03,-0.0564063,-8.4375e-05
-7.8200e-03,-0.0498438,-0.000189375
-7.8100e-03,-0.054375,-7e-05
-7.8000e-03,-0.0579687,-0.00133906
-7.7900e-03,-0.06,0.000541875
-7.7800e-03,-0.058125,-0.00087625
-7.7700e-03,-0.0471875,-0.00047375
-7.7600e-03,-0.049375,-4.5e-05
-7.7500e-03,-0.0439063,7.75e-05
-7.7400e-03,-0.0521875,0.000465313
-7.7300e-03,-0.0607812,-7.59375e-05
-7.7200e-03,-0.0579687,0.000580313
-7.7100e-03,-0.055625,-0.000494375
-7.7000e-03,-0.0467188,-0.000662813
-7.6900e-03,-0.0617188,-0.000135313
-7.6800e-03,-0.0610938,-0.0002975
-7.6700e-03,-0.0617188,-0.00074
-7.6600e-03,-0.044375,5.53125e-05
-7.6500e-03,-0.04875,-0.000132813
-7.6400e-03,-0.06375,0.000190625
-7.6300e-03,-0.0484375,-0.000144688
-7.6200e-03,-0.0529687,-0.000543125
-7.6100e-03,-0.0453125,-0.000582812
-7.6000e-03,-0.0584375,4.84375e-05
-7.5900e-03,-0.046875,-0.000351563
-7.5800e-03,-0.0523437,-0.000155313
-7.5700e-03,-0.0657812,-0.000220313
-7.5600e-03,-0.0525,8.75e-05
-7.5500e-03,-0.0423437,-0.0003825
-7.5400e-03,-0.0565625,-0.000279375
-7.5300e-03,-0.0648438,-0.000219375
-7.5200e-03,-0.0653125,-0.000239375
-7.5100e-03,-0.0557813,-0.000145625
-7.5000e-03,-0.060625,-0.000499063
-7.4900e-03,-0.0565625,-0.000734688
-7.4800e-03,-0.0501562,-0.000225625
-7.4700e-03,-0.05625,-0.000100313
-7.4600e-03,-0.0509375,-0.000930313
-7.4500e-03,-0.0520313,-0.000132188
-7.4400e-03,-0.055,0.0007475
-7.4300e-03,-0.039375,0.000460625
-7.4200e-03,-0.0667188,0.000366875
-7.4100e-03,-0.0521875,0.00011125
-7.4000e-03,-0.051875,0.000418438
-7.3900e-03,-0.0542187,-0.000115938
-7.3800e-03,-0.0535937,-0.0003475
-7.3700e-03,-0.0453125,-0.000475313
-7.3600e-03,-0.0596875,0.000148438
-7.3500e-03,-0.0545313,-0.000507813
-7.3400e-03,-0.0476562,-0.000580313
-7.3300e-03,-0.05375,-1.625e-05
-7.3200e-03,-0.05125,-0.000578125
-7.3100e-03,-0.054375,-0.000615313
-7.3000e-03,-0.0517188,0.000677188
-7.2900e-03,-0.056875,3.5e-05
-7.2800e-03,-0.0501562,-8.8125e-05
-7.2700e-03,-0.049375,9.6875e-06
-7.2600e-03,-0.0553125,-0.00036875
-7.2500e-03,-0.0559375,0.0005575
-7.2400e-03,-0.0628125,-0.000251875
-7.2300e-03,-0.0551563,-0.000485
-7.2200e-03,-0.0539063,0.000299688
-7.2100e-03,-0.0640625,0.000268438
-7.2000e-03,-0.0510938,-0.000395625
-7.1900e-03,-0.0507812,0.000290313
-7.1800e-03,-0.0567187,0.000129375
-7.1700e-03,-0.05875,0.000633438
-7.1600e-03,-0.0532813,0.000342188
-7.1500e-03,-0.0475,0.000316563
-7.1400e-03,-0.0542187,0.000228125
-7.1300e-03,-0.065,-9.9375e-05
-7.1200e-03,-0.0675,-0.000207188
-7.1100e-03,-0.0534375,0.000214375
-7.1000e-03,-0.0648438,-0.0001425
-7.0900e-03,-0.0601562,-0.00025125
-7.0800e-03,-0.05625,-0.000214063
-7.0700e-03,-0.0539063,-0.000207813
-7.0600e-03,-0.0570313,-0.00029625
-7.0500e-03,-0.04875,-0.000559688
-7.0400e-03,-0.0490625,-0.000504688
-7.0300e-03,-0.0621875,0.000317188
-7.0200e-03,-0.0521875,-0.000383125
-7.0100e-03,-0.0534375,-0.000947813
-7.0000e-03,-0.0453125,-0.0011275
-6.9900e-03,-0.0446875,-0.000835938
-6.9800e-03,-0.0601562,-9.875e-05
-6.9700e-03,-0.0654688,0.000155938
-6.9600e-03,-0.0495312,-0.000374063
-6.9500e-03,-0.0598438,-0.000531563
-6.9400e-03,-0.0484375,-0.000318125
-6.9300e-03,-0.0665625,-0.000454375
-6.9200e-03,-0.056875,4.0625e-06
-6.9100e-03,-0.0470312,-0.000577188
-6.9000e-03,-0.0475,-8e-05
-6.8900e-03,-0.0639062,6.21875e-05
-6.8800e-03,-0.0578125,-0.000246563
-6.8700e-03,-0.0628125,0.000616563
-6.8600e-03,-0.0498438,4.90625e-05
-6.8500e-03,-0.046875,0.000216563
-6.8400e-03,-0.0445313,-0.000164375
-6.8300e-03,-0.0515625,-3.5e-05
-6.8200e-03,-0.0526563,-0.000141563
-6.8100e-03,-0.0501562,0.000434063
-6.8000e-03,-0.0382813,-0.00033625
-6.7900e-03,-0.0446875,-9.5625e-05
-6.7800e-03,-0.0470312,-0.00030625
-6.7700e-03,-0.0453125,0.00041125
-6.7600e-03,-0.0542187,0.000635938
-6.7500e-03,-0.05625,-0.000444688
-6.7400e-03,-0.058125,0.000308438
-6.7300e-03,-0.0660938,-0.000170938
-6.7200e-03,-0.0615625,-0.000466875
-6.7100e-03,-0.04,-0.000721563
-6.7000e-03,-0.0485938,-0.0011925
-6.6900e-03,-0.0498438,-0.00106156
-6.6800e-03,-0.055625,-0.00101875
-6.6700e-03,-0.0590625,-0.000411563
-6.6600e-03,-0.0582813,-0.0002475
-6.6500e-03,-0.0453125,-0.000607188
-6.6400e-03,-0.0540625,-4.59375e-05
-6.6300e-03,-0.060625,0.000314375
-6.6200e-03,-0.0473438,-9.40625e-05
-6.6100e-03,-0.0545313,-0.00074
-6.6000e-03,-0.050625,-0.000157813
-6.5900e-03,-0.05375,9.59375e-05
-6.5800e-03,-0.0609375,-0.00056625
-6.5700e-03,-0.0503125,8.09375e-05
-6.5600e-03,-0.0507812,-0.000504375
-6.5500e-03,-0.0564063,-0.000658125
-6.5400e-03,-0.0584375,-0.000449063
-6.5300e-03,-0.039375,-0.00070375
-6.5200e-03,-0.0625,-0.000315938
-6.5100e-03,-0.0576563,-0.000725313
-6.5000e-03,-0.0582813,0.000205
-6.4900e-03,-0.0617188,-0.000615938
-6.4800e-03,-0.0414063,-0.000236875
-6.4700e-03,-0.0465625,-0.000262187
-6.4600e-03,-0.0567187,0.000151563
-6.4500e-03,-0.0470312,-0.000336875
-6.4400e-03,-0.0451563,-0.000881563
-6.4300e-03,-0.0529687,-0.000425625
-6.4200e-03,-0.0401563,0.0002025
-6.4100e-03,-0.0523437,0.000272188
-6.4000e-03,-0.0559375,0.000139062
-6.3900e-03,-0.0582813,0.000163438
-6.3800e-03,-0.05625,0.000204375
-6.3700e-03,-0.0632812,-0.000379688
-6.3600e-03,-0.0623438,0.000298125
-6.3500e-03,-0.0635938,-0.000427188
-6.3400e-03,-0.049375,-0.000470313
-6.3300e-03,-0.04625,-0.000936563
-6.3200e-03,-0.055,-0.000628438
-6.3100e-03,-0.053125,-0.00123094
-6.3000e-03,-0.0453125,-0.000625938
-6.2900e-03,-0.0464062,2.8125e-06
-6.2800e-03,-0.05625,0.000179063
-6.2700e-03,-0.0528125,-0.000192188
-6.2600e-03,-0.0559375,0.000602813
-6.2500e-03,-0.0578125,-0.000321563
-6.2400e-03,-0.0423437,0.0004575
-6.2300e-03,-0.0539063,0.000494375
-6.2200e-03,-0.06375,0.000137188
-6.2100e-03,-0.04875,-0.000449063
-6.2000e-03,-0.0484375,2.59375e-05
-6.1900e-03,-0.051875,-0.000469375
-6.1800e-03,-0.0548437,-0.00102375
-6.1700e-03,-0.0517188,-0.000474063
-6.1600e-03,-0.058125,-0.00025875
-6.1500e-03,-0.0471875,-0.000397188
-6.1400e-03,-0.05375,-0.000141563
-6.1300e-03,-0.0467188,0.000340313
-6.1200e-03,-0.05375,-0.000214063
-6.1100e-03,-0.0539063,-0.000335938
-6.1000e-03,-0.0565625,-0.000164063
-6.0900e-03,-0.0535937,0.000199375
-6.0800e-03,-0.0539063,-6.25e-05
-6.0700e-03,-0.0542187,0.000214063
-6.0600e-03,-0.0610938,6.1875e-05
-6.0500e-03,-0.0510938,-0.000321563
-6.0400e-03,-0.045,-0.0008025
-6.0300e-03,-0.0504687,-0.000449063
-6.0200e-03,-0.051875,-0.000326563
-6.0100e-03,-0.0571875,-0.000449688
-6.0000e-03,-0.05875,-0.000445
-5.9900e-03,-0.0542187,-0.00022625
-5.9800e-03,-0.0546875,6.96875e-05
-5.9700e-03,-0.0476562,9.46875e-05
-5.9600e-03,-0.0490625,-0.000116875
-5.9500e-03,-0.05875,-0.000589063
-5.9400e-03,-0.051875,-0.00060875
-5.9300e-03,-0.0615625,-0.00073375
-5.9200e-03,-0.056875,-0.000232188
-5.9100e-03,-0.0448438,-0.000156875
-5.9000e-03,-0.05625,0.000498125
-5.8900e-03,-0.0554687,-8.53125e-05
-5.8800e-03,-0.0551563,-0.000518438
-5.8700e-03,-0.0479688,-0.000455313
-5.8600e-03,-0.0453125,-0.000401563
-5.8500e-03,-0.0509375,0.000229375
-5.8400e-03,-0.0517188,-0.00011
-5.8300e-03,-0.0545313,-0.000551563
-5.8200e-03,-0.0484375,-0.000617813
-5.8100e-03,-0.05375,-0.000190625
-5.8000e-03,-0.0557813,-0.0003425
-5.7900e-03,-0.0645312,-0.00119719
-5.7800e-03,-0.0551563,-0.00055
-5.7700e-03,-0.0484375,0.000355313
-5.7600e-03,-0.0496875,-0.000232188
-5.7500e-03,-0.0425,7.8125e-05
-5.7400e-03,-0.0420312,0.000411875
-5.7300e-03,-0.0478125,0.00048375
-5.7200e-03,-0.0495312,0.00031
-5.7100e-03,-0.0646875,-0.000615938
-5.7000e-03,-0.0609375,0.0001125
-5.6900e-03,-0.0501562,-0.00067375
-5.6800e-03,-0.0510938,5e-06
-5.6700e-03,-0.0575,-7.8125e-06
-5.6600e-03,-0.0539063,-0.000175313
-5.6500e-03,-0.0578125,0.000455313
-5.6400e-03,-0.0576563,0.000638125
-5.6300e-03,-0.0528125,-0.000105625
-5.6200e-03,-0.0673438,-0.000395313
-5.6100e-03,-0.0598438,-0.000822188
-5.6000e-03,-0.055625,5.90625e-05
-5.5900e-03,-0.0521875,-0.000724375
-5.5800e-03,-0.0667188,3.34375e-05
-5.5700e-03,-0.0553125,2.40625e-05
-5.5600e-03,-0.0607812,0.000333125
-5.5500e-03,-0.041875,0.00026875
-5.5400e-03,-0.0542187,0.000361875
-5.5300e-03,-0.0471875,-0.000331563
-5.5200e-03,-0.0607812,-0.000232813
-5.5100e-03,-0.0607812,0.0003425
-5.5000e-03,-0.05375,-0.000283125
-5.4900e-03,-0.0592188,-0.00080125
-5.4800e-03,-0.05375,-0.00104875
-5.4700e-03,-0.0535937,-0.000745313
-5.4600e-03,-0.055625,-0.000524688
-5.4500e-03,-0.0575,-0.000667188
-5.4400e-03,-0.0496875,-0.000430313
-5.4300e-03,-0.0415625,8.03125e-05
-5.4200e-03,-0.0520313,-0.000188438
-5.4100e-03,-0.053125,-0.000263125
-5.4000e-03,-0.0590625,-0.00028875
-5.3900e-03,-0.0604688,0.000233438
-5.3800e-03,-0.0492188,9.0625e-05
-5.3700e-03,-0.0582813,0.000414688
-5.3600e-03,-0.0467188,-0.000389063
-5.3500e-03,-0.0521875,0.00035625
-5.3400e-03,-0.0576563,-6.21875e-05
-5.3300e-03,-0.0573437,-1.25e-05
-5.3200e-03,-0.0592188,-0.000645
-5.3100e-03,-0.0492188,-0.000591875
-5.3000e-03,-0.0739063,-0.00102125
-5.2900e-03,-0.0567187,-0.000726563
-5.2800e-03,-0.0532813,0.000319375
-5.2700e-03,-0.0592188,-6.03125e-05
-5.2600e-03,-0.0564063,0.000358438
-5.2500e-03,-0.0567187,-0.000253125
-5.2400e-03,-0.0576563,-0.000410625
-5.2300e-03,-0.0532813,-0.000855625
-5.2200e-03,-0.053125,-0.000355938
-5.2100e-03,-0.05625,-0.000708125
-5.2000e-03,-0.0578125,-0.00120938
-5.1900e-03,-0.0598438,-0.00057
-5.1800e-03,-0.05,-0.000410625
-5.1700e-03,-0.0610938,-0.000518125
-5.1600e-03,-0.0553125,0.000328125
-5.1500e-03,-0.0532813,-0.000290938
-5.1400e-03,-0.0523437,-0.000308125
-5.1300e-03,-0.0585938,0.000329375
-5.1200e-03,-0.065,-0.000409688
-5.1100e-03,-0.0482812,-0.000880313
-5.1000e-03,-0.0634375,-0.000490938
-5.0900e-03,-0.0503125,2.03125e-05
-5.0800e-03,-0.054375,0.000518438
-5.0700e-03,-0.0564063,-0.00053375
-5.0600e-03,-0.0598438,-0.0007375
-5.0500e-03,-0.0445313,0.000101563
-5.0400e-03,-0.05625,-0.000765
-5.0300e-03,-0.0470312,-0.000763438
-5.0200e-03,-0.0473438,-0.000809688
-5.0100e-03,-0.0601562,-0.000685
-5.0000e-03,-0.05625,-7.84375e-05
-4.9900e-03,-0.0454688,-0.000485625
-4.9800e-03,-0.0548437,0.000306875
-4.9700e-03,-0.056875,6.5625e-06
-4.9600e-03,-0.0625,0.000448438
-4.9500e-03,-0.0701563,-0.00023875
-4.9400e-03,-0.0489062,-0.00131031
-4.9300e-03,-0.0640625,-0.000142188
-4.9200e-03,-0.0410937,-0.00070875
-4.9100e-03,-0.0482812,-0.000246875
-4.9000e-03,-0.0485938,-0.000380938
-4.8900e-03,-0.0582813,-0.00104625
-4.8800e-03,-0.0545313,-0.000377813
-4.8700e-03,-0.0498438,-0.00045875
-4.8600e-03,-0.0532813,-0.000425938
-4.8500e-03,-0.0442188,-0.000584375
-4.8400e-03,-0.064375,8e-05
-4.8300e-03,-0.0551563,-0.000256875
-4.8200e-03,-0.0564063,0.00032
-4.8100e-03,-0.0626562,0.000555938
-4.8000e-03,-0.0557813,-0.000429375
-4.7900e-03,-0.05625,-0.000265313
-4.7800e-03,-0.05625,-0.000494063
-4.7700e-03,-0.0517188,0.000268125
-4.7600e-03,-0.05625,-0.0001075
-4.7500e-03,-0.0553125,3.125e-07
-4.7400e-03,-0.0610938,-0.000362188
-4.7300e-03,-0.0471875,-0.000104063
-4.7200e-03,-0.05375,-0.00040875
-4.7100e-03,-0.0496875,-0.0001
-4.7000e-03,-0.0442188,-0.000830625
-4.6900e-03,-0.055625,0.000116563
-4.6800e-03,-0.0673438,-0.0002075
-4.6700e-03,-0.0554687,-0.00123688
-4.6600e-03,-0.0539063,0.00067125
-4.6500e-03,-0.0565625,0.000510625
-4.6400e-03,-0.056875,-0.000562813
-4.6300e-03,-0.0514063,-0.000120625
-4.6200e-03,-0.061875,-0.00048875
-4.6100e-03,-0.0564063,-0.00026625
-4.6000e-03,-0.0645312,-0.00047875
-4.5900e-03,-0.0628125,-0.00061625
-4.5800e-03,-0.0632812,-0.000263437
-4.5700e-03,-0.0667188,-0.000160938
-4.5600e-03,-0.0532813,-3.15625e-05
-4.5500e-03,-0.0625,-0.000359375
-4.5400e-03,-0.06,0.000322813
-4.5300e-03,-0.0529687,-8.78125e-05
-4.5200e-03,-0.0484375,0.00047625
-4.5100e-03,-0.0528125,-2.09375e-05
-4.5000e-03,-0.0584375,-2.03125e-05
-4.4900e-03,-0.0515625,6.53125e-05
-4.4800e-03,-0.0540625,-0.000955
-4.4700e-03,-0.0548437,-0.000265625
-4.4600e-03,-0.056875,-0.000243438
-4.4500e-03,-0.0564063,-0.000528438
-4.4400e-03,-0.0565625,-0.000280938
-4.4300e-03,-0.0623438,-0.000530625
-4.4200e-03,-0.05625,-4.46875e-05
-4.4100e-03,-0.0589063,-0.0004725
-4.4000e-03,-0.056875,-0.00057
-4.3900e-03,-0.0414063,-0.000526875
-4.3800e-03,-0.0621875,0.000200625
-4.3700e-03,-0.0526563,-0.0003075
-4.3600e-03,-0.06125,7.6875e-05
-4.3500e-03,-0.0628125,0.000380313
-4.3400e-03,-0.0479688,-8.1875e-05
-4.3300e-03,-0.0584375,-0.000350938
-4.3200e-03,-0.0559375,-0.000450625
-4.3100e-03,-0.0620312,-0.000516563
-4.3000e-03,-0.0590625,-0.000720625
-4.2900e-03,-0.0398437,0.0001375
-4.2800e-03,-0.0535937,-0.00046875
-4.2700e-03,-0.0540625,0.000226875
-4.2600e-03,-0.0573437,-0.000100313
-4.2500e-03,-0.0535937,-7.8125e-06
-4.2400e-03,-0.0567187,-0.000285313
-4.2300e-03,-0.0521875,0.000385625
-4.2200e-03,-0.0498438,0.000284375
-4.2100e-03,-0.0514063,-0.000251562
-4.2000e-03,-0.0520313,-6.3125e-05
-4.1900e-03,-0.0570313,-0.000189688
-4.1800e-03,-0.0553125,0.00013375
-4.1700e-03,-0.0396875,-0.000770938
